t,pair,gap_min,pile_gap_min,gap_1_2,gap_1_3,gap_2_3
56.850,1-3,0.5677,-1.0000,0.6182,0.5677,1.1333
56.900,1-3,0.5700,-1.0000,0.6174,0.5700,1.1333
56.950,1-3,0.5731,-1.0000,0.6164,0.5731,1.1335
57.000,1-3,0.5764,-1.0000,0.6159,0.5764,1.1340
57.050,1-3,0.5791,-1.0000,0.6157,0.5791,1.1348
57.100,1-3,0.5820,-1.0000,0.6153,0.5820,1.1362
57.150,1-3,0.5846,-1.0000,0.6148,0.5846,1.1385
57.200,1-3,0.5872,-1.0000,0.6146,0.5872,1.1406
57.250,1-3,0.5894,-1.0000,0.6144,0.5894,1.1423
57.300,1-3,0.5912,-1.0000,0.6143,0.5912,1.1442
57.350,1-3,0.5933,-1.0000,0.6131,0.5933,1.1464
57.400,1-3,0.5955,-1.0000,0.6113,0.5955,1.1483
57.450,1-3,0.5975,-1.0000,0.6090,0.5975,1.1499
57.500,1-3,0.5991,-1.0000,0.6069,0.5991,1.1507
57.550,1-3,0.6009,-1.0000,0.6046,0.6009,1.1519
57.600,1-3,0.6027,-1.0000,0.6030,0.6027,1.1534
57.650,1-2,0.6022,-1.0000,0.6022,0.6049,1.1545
57.700,1-2,0.6023,-1.0000,0.6023,0.6066,1.1550
57.750,1-2,0.6027,-1.0000,0.6027,0.6078,1.1547
57.800,1-2,0.6031,-1.0000,0.6031,0.6086,1.1551
57.850,1-2,0.6036,-1.0000,0.6036,0.6093,1.1556
57.900,1-2,0.6042,-1.0000,0.6042,0.6098,1.1553
57.950,1-2,0.6050,-1.0000,0.6050,0.6103,1.1545
58.000,1-2,0.6057,-1.0000,0.6057,0.6107,1.1538
58.050,1-2,0.6063,-1.0000,0.6063,0.6111,1.1532
58.100,1-2,0.6067,-1.0000,0.6067,0.6114,1.1528
58.150,1-2,0.6070,-1.0000,0.6070,0.6117,1.1526
58.200,1-2,0.6072,-1.0000,0.6072,0.6120,1.1524
58.250,1-2,0.6072,-1.0000,0.6072,0.6122,1.1523
58.300,1-2,0.6072,-1.0000,0.6072,0.6123,1.1522
58.350,1-2,0.6071,-1.0000,0.6071,0.6125,1.1522
58.400,1-2,0.6069,-1.0000,0.6069,0.6126,1.1522
58.450,1-2,0.6067,-1.0000,0.6067,0.6126,1.1523
58.500,1-2,0.6065,-1.0000,0.6065,0.6127,1.1524
58.550,1-2,0.6064,-1.0000,0.6064,0.6127,1.1524
58.600,1-2,0.6063,-1.0000,0.6063,0.6127,1.1524
58.650,1-2,0.6061,-1.0000,0.6061,0.6127,1.1525
58.700,1-2,0.6060,-1.0000,0.6060,0.6126,1.1524
58.750,1-2,0.6059,-1.0000,0.6059,0.6127,1.1524
58.800,1-2,0.6058,-1.0000,0.6058,0.6126,1.1524
58.850,1-2,0.6057,-1.0000,0.6057,0.6126,1.1524
58.900,1-2,0.6057,-1.0000,0.6057,0.6126,1.1524
58.950,1-2,0.6056,-1.0000,0.6056,0.6126,1.1524
59.000,1-2,0.6056,-1.0000,0.6056,0.6126,1.1524
59.050,1-2,0.6056,-1.0000,0.6056,0.6126,1.1524
59.100,1-2,0.6055,-1.0000,0.6055,0.6126,1.1523
59.150,1-2,0.6055,-1.0000,0.6055,0.6126,1.1523
59.200,1-2,0.6054,-1.0000,0.6054,0.6126,1.1523
59.250,1-2,0.6054,-1.0000,0.6054,0.6125,1.1523
59.300,1-2,0.6054,-1.0000,0.6054,0.6125,1.1523
59.350,1-2,0.6054,-1.0000,0.6054,0.6125,1.1522
59.400,1-2,0.6054,-1.0000,0.6054,0.6124,1.1521
59.450,1-2,0.6054,-1.0000,0.6054,0.6124,1.1521
59.500,1-2,0.6054,-1.0000,0.6054,0.6123,1.1520
59.550,1-2,0.6054,-1.0000,0.6054,0.6123,1.1519
59.600,1-2,0.6054,-1.0000,0.6054,0.6123,1.1519
59.650,1-2,0.6054,-1.0000,0.6054,0.6122,1.1518
59.700,1-2,0.6054,-1.0000,0.6054,0.6122,1.1518
59.750,1-2,0.6054,-1.0000,0.6054,0.6122,1.1518
59.800,1-2,0.6054,-1.0000,0.6054,0.6121,1.1518
59.850,1-2,0.6054,-1.0000,0.6054,0.6121,1.1518
59.900,1-2,0.6054,-1.0000,0.6054,0.6121,1.1518
59.950,1-2,0.6054,-1.0000,0.6054,0.6120,1.1518
60.000,1-2,0.6055,-1.0000,0.6055,0.6119,1.1518
60.050,1-2,0.6060,-1.0000,0.6060,0.6122,1.1519
60.100,1-2,0.6068,-1.0000,0.6068,0.6128,1.1519
60.150,1-2,0.6078,-1.0000,0.6078,0.6134,1.1519
60.200,1-2,0.6089,-1.0000,0.6089,0.6143,1.1519
60.250,1-2,0.6099,-1.0000,0.6099,0.6148,1.1518
60.300,1-2,0.6110,-1.0000,0.6110,0.6155,1.1518
60.350,1-2,0.6119,-1.0000,0.6119,0.6160,1.1517
60.400,1-2,0.6128,-1.0000,0.6128,0.6165,1.1517
60.450,1-2,0.6137,-1.0000,0.6137,0.6168,1.1517
60.500,1-2,0.6145,-1.0000,0.6145,0.6171,1.1518
60.550,1-2,0.6153,-1.0000,0.6153,0.6171,1.1518
60.600,1-2,0.6161,-1.0000,0.6161,0.6172,1.1519
60.650,1-2,0.6170,-1.0000,0.6170,0.6170,1.1519
60.700,1-3,0.6168,-1.0000,0.6182,0.6168,1.1519
60.750,1-3,0.6167,-1.0000,0.6199,0.6167,1.1517
60.800,1-3,0.6180,-1.0000,0.6225,0.6180,1.1514
60.850,1-3,0.6212,-1.0000,0.6256,0.6212,1.1510
60.900,1-3,0.6258,-1.0000,0.6292,0.6258,1.1503
60.950,1-3,0.6330,-1.0000,0.6340,0.6330,1.1492
61.000,1-2,0.6390,-1.0000,0.6390,0.6417,1.1486
61.050,1-2,0.6450,-1.0000,0.6450,0.6541,1.1486
61.100,1-2,0.6515,-1.0000,0.6515,0.6685,1.1488
61.150,1-2,0.6590,-1.0000,0.6590,0.6845,1.1493
61.200,1-2,0.6650,-1.0000,0.6650,0.6977,1.1501
61.250,1-2,0.6697,-1.0000,0.6697,0.7114,1.1514
61.300,1-2,0.6724,-1.0000,0.6724,0.7238,1.1531
61.350,1-2,0.6748,-1.0000,0.6748,0.7371,1.1542
61.400,1-2,0.6777,-1.0000,0.6777,0.7495,1.1548
61.450,1-2,0.6817,-1.0000,0.6817,0.7634,1.1558
61.500,1-2,0.6834,-1.0000,0.6834,0.7768,1.1570
61.550,1-2,0.6848,-1.0000,0.6848,0.7905,1.1583
61.600,1-2,0.6846,-1.0000,0.6846,0.8028,1.1594
61.650,1-2,0.6833,-1.0000,0.6833,0.8160,1.1602
61.700,1-2,0.6818,-1.0000,0.6818,0.8285,1.1619
61.750,1-2,0.6814,-1.0000,0.6814,0.8412,1.1639
61.800,1-2,0.6825,-1.0000,0.6825,0.8540,1.1650
61.850,1-2,0.6845,-1.0000,0.6845,0.8641,1.1638
61.900,1-2,0.6861,-1.0000,0.6861,0.8720,1.1619
61.950,1-2,0.6866,-1.0000,0.6866,0.8769,1.1598
62.000,1-2,0.6862,-1.0000,0.6862,0.8794,1.1572
62.050,1-2,0.6863,-1.0000,0.6863,0.8791,1.1548
62.100,1-2,0.6878,-1.0000,0.6878,0.8780,1.1515
62.150,1-2,0.6903,-1.0000,0.6903,0.8792,1.1490
62.200,1-2,0.6929,-1.0000,0.6929,0.8819,1.1472
62.250,1-2,0.6941,-1.0000,0.6941,0.8843,1.1463
62.300,1-2,0.6942,-1.0000,0.6942,0.8864,1.1457
62.350,1-2,0.6933,-1.0000,0.6933,0.8880,1.1455
62.400,1-2,0.6917,-1.0000,0.6917,0.8895,1.1453
62.450,1-2,0.6911,-1.0000,0.6911,0.8916,1.1460
62.500,1-2,0.6916,-1.0000,0.6916,0.8954,1.1470
62.550,1-2,0.6927,-1.0000,0.6927,0.8992,1.1476
62.600,1-2,0.6934,-1.0000,0.6934,0.9021,1.1480
62.650,1-2,0.6932,-1.0000,0.6932,0.9041,1.1482
62.700,1-2,0.6922,-1.0000,0.6922,0.9048,1.1482
62.750,1-2,0.6916,-1.0000,0.6916,0.9043,1.1480
62.800,1-2,0.6924,-1.0000,0.6924,0.9036,1.1464
62.850,1-2,0.6948,-1.0000,0.6948,0.9044,1.1456
62.900,1-2,0.6968,-1.0000,0.6968,0.9060,1.1448
62.950,1-2,0.6975,-1.0000,0.6975,0.9070,1.1439
63.000,1-2,0.6971,-1.0000,0.6971,0.9073,1.1433
63.050,1-2,0.6954,-1.0000,0.6954,0.9070,1.1428
63.100,1-2,0.6932,-1.0000,0.6932,0.9063,1.1424
63.150,1-2,0.6922,-1.0000,0.6922,0.9064,1.1430
63.200,1-2,0.6925,-1.0000,0.6925,0.9084,1.1440
63.250,1-2,0.6930,-1.0000,0.6930,0.9105,1.1441
63.300,1-2,0.6948,-1.0000,0.6948,0.9136,1.1441
63.350,1-2,0.6930,-1.0000,0.6930,0.9130,1.1443
63.400,1-2,0.6929,-1.0000,0.6929,0.9141,1.1447
63.450,1-2,0.6905,-1.0000,0.6905,0.9112,1.1438
63.500,1-2,0.6923,-1.0000,0.6923,0.9110,1.1431
63.550,1-2,0.6931,-1.0000,0.6931,0.9095,1.1429
63.600,1-2,0.6967,-1.0000,0.6967,0.9119,1.1429
63.650,1-2,0.6971,-1.0000,0.6971,0.9118,1.1428
63.700,1-2,0.6971,-1.0000,0.6971,0.9117,1.1428
63.750,1-2,0.6960,-1.0000,0.6960,0.9110,1.1426
63.800,1-2,0.6944,-1.0000,0.6944,0.9098,1.1434
63.850,1-2,0.6936,-1.0000,0.6936,0.9092,1.1444
63.900,1-2,0.6939,-1.0000,0.6939,0.9106,1.1446
63.950,1-2,0.6952,-1.0000,0.6952,0.9128,1.1447
64.000,1-2,0.6957,-1.0000,0.6957,0.9141,1.1447
64.050,1-2,0.6948,-1.0000,0.6948,0.9139,1.1446
64.100,1-2,0.6950,-1.0000,0.6950,0.9149,1.1447
64.150,1-2,0.6931,-1.0000,0.6931,0.9119,1.1436
64.200,1-2,0.6954,-1.0000,0.6954,0.9118,1.1424
64.250,1-2,0.6967,-1.0000,0.6967,0.9102,1.1420
64.300,1-2,0.7003,-1.0000,0.7003,0.9117,1.1417
64.350,1-2,0.6999,-1.0000,0.6999,0.9112,1.1415
64.400,1-2,0.7002,-1.0000,0.7002,0.9115,1.1412
64.450,1-2,0.6987,-1.0000,0.6987,0.9105,1.1409
64.500,1-2,0.6967,-1.0000,0.6967,0.9085,1.1417
64.550,1-2,0.6958,-1.0000,0.6958,0.9097,1.1426
64.600,1-2,0.6961,-1.0000,0.6961,0.9100,1.1431
64.650,1-2,0.6974,-1.0000,0.6974,0.9139,1.1435
64.700,1-2,0.6980,-1.0000,0.6980,0.9146,1.1439
64.750,1-2,0.6976,-1.0000,0.6976,0.9152,1.1445
64.800,1-2,0.6964,-1.0000,0.6964,0.9148,1.1452
64.850,1-2,0.6955,-1.0000,0.6955,0.9133,1.1449
64.900,1-2,0.6962,-1.0000,0.6962,0.9116,1.1444
64.950,1-2,0.6984,-1.0000,0.6984,0.9115,1.1444
65.000,1-2,0.7002,-1.0000,0.7002,0.9121,1.1444
65.050,1-2,0.7009,-1.0000,0.7009,0.9122,1.1444
65.100,1-2,0.7006,-1.0000,0.7006,0.9117,1.1443
65.150,1-2,0.6990,-1.0000,0.6990,0.9106,1.1440
65.200,1-2,0.6970,-1.0000,0.6970,0.9092,1.1448
65.250,1-2,0.6959,-1.0000,0.6959,0.9082,1.1456
65.300,1-2,0.6961,-1.0000,0.6961,0.9093,1.1458
65.350,1-2,0.6973,-1.0000,0.6973,0.9111,1.1458
65.400,1-2,0.6971,-1.0000,0.6971,0.9118,1.1458
65.450,1-2,0.6974,-1.0000,0.6974,0.9118,1.1458
65.500,1-2,0.6961,-1.0000,0.6961,0.9107,1.1459
65.550,1-2,0.6955,-1.0000,0.6955,0.9087,1.1446
65.600,1-2,0.6963,-1.0000,0.6963,0.9062,1.1435
65.650,1-2,0.6985,-1.0000,0.6985,0.9053,1.1431
65.700,1-2,0.7007,-1.0000,0.7007,0.9055,1.1429
65.750,1-2,0.7013,-1.0000,0.7013,0.9052,1.1427
65.800,1-2,0.7006,-1.0000,0.7006,0.9041,1.1424
65.850,1-2,0.6987,-1.0000,0.6987,0.9024,1.1420
65.900,1-2,0.6962,-1.0000,0.6962,0.9004,1.1427
65.950,1-2,0.6947,-1.0000,0.6947,0.8991,1.1434
66.000,1-2,0.6944,-1.0000,0.6944,0.8998,1.1434
66.050,1-2,0.6950,-1.0000,0.6950,0.9011,1.1433
66.100,1-2,0.6950,-1.0000,0.6950,0.9013,1.1434
66.150,1-2,0.6939,-1.0000,0.6939,0.9005,1.1437
66.200,1-2,0.6922,-1.0000,0.6922,0.8986,1.1441
66.250,1-2,0.6906,-1.0000,0.6906,0.8952,1.1436
66.300,1-2,0.6907,-1.0000,0.6907,0.8917,1.1431
66.350,1-2,0.6920,-1.0000,0.6920,0.8891,1.1430
66.400,1-2,0.6930,-1.0000,0.6930,0.8873,1.1430
66.450,1-2,0.6927,-1.0000,0.6927,0.8849,1.1430
66.500,1-2,0.6912,-1.0000,0.6912,0.8819,1.1428
66.550,1-2,0.6884,-1.0000,0.6884,0.8779,1.1425
66.600,1-2,0.6853,-1.0000,0.6853,0.8737,1.1435
66.650,1-2,0.6827,-1.0000,0.6827,0.8698,1.1448
66.700,1-2,0.6812,-1.0000,0.6812,0.8679,1.1453
66.750,1-2,0.6803,-1.0000,0.6803,0.8662,1.1459
66.800,1-2,0.6790,-1.0000,0.6790,0.8639,1.1465
66.850,1-2,0.6769,-1.0000,0.6769,0.8604,1.1475
66.900,1-2,0.6746,-1.0000,0.6746,0.8561,1.1485
66.950,1-2,0.6727,-1.0000,0.6727,0.8504,1.1484
67.000,1-2,0.6722,-1.0000,0.6722,0.8446,1.1481
67.050,1-2,0.6727,-1.0000,0.6727,0.8392,1.1482
67.100,1-2,0.6731,-1.0000,0.6731,0.8348,1.1482
67.150,1-2,0.6711,-1.0000,0.6711,0.8304,1.1483
67.200,1-2,0.6699,-1.0000,0.6699,0.8253,1.1481
67.250,1-2,0.6659,-1.0000,0.6659,0.8202,1.1478
67.300,1-2,0.6623,-1.0000,0.6623,0.8145,1.1488
67.350,1-2,0.6596,-1.0000,0.6596,0.8100,1.1497
67.400,1-2,0.6584,-1.0000,0.6584,0.8068,1.1502
67.450,1-2,0.6566,-1.0000,0.6566,0.8042,1.1507
67.500,1-2,0.6563,-1.0000,0.6563,0.8006,1.1513
67.550,1-2,0.6541,-1.0000,0.6541,0.7965,1.1519
67.600,1-2,0.6530,-1.0000,0.6530,0.7911,1.1526
67.650,1-2,0.6511,-1.0000,0.6511,0.7851,1.1521
67.700,1-2,0.6516,-1.0000,0.6516,0.7782,1.1514
67.750,1-2,0.6515,-1.0000,0.6515,0.7727,1.1514
67.800,1-2,0.6522,-1.0000,0.6522,0.7679,1.1514
67.850,1-2,0.6505,-1.0000,0.6505,0.7637,1.1513
67.900,1-2,0.6492,-1.0000,0.6492,0.7595,1.1511
67.950,1-2,0.6457,-1.0000,0.6457,0.7541,1.1508
68.000,1-2,0.6429,-1.0000,0.6429,0.7503,1.1514
68.050,1-2,0.6393,-1.0000,0.6393,0.7458,1.1516
68.100,1-2,0.6377,-1.0000,0.6377,0.7440,1.1524
68.150,1-2,0.6360,-1.0000,0.6360,0.7409,1.1533
68.200,1-2,0.6354,-1.0000,0.6354,0.7382,1.1539
68.250,1-2,0.6345,-1.0000,0.6345,0.7345,1.1544
68.300,1-2,0.6336,-1.0000,0.6336,0.7305,1.1551
68.350,1-2,0.6333,-1.0000,0.6333,0.7255,1.1546
68.400,1-2,0.6338,-1.0000,0.6338,0.7201,1.1540
68.450,1-2,0.6346,-1.0000,0.6346,0.7158,1.1542
68.500,1-2,0.6350,-1.0000,0.6350,0.7119,1.1539
68.550,1-2,0.6343,-1.0000,0.6343,0.7088,1.1529
68.600,1-2,0.6328,-1.0000,0.6328,0.7055,1.1519
68.650,1-2,0.6308,-1.0000,0.6308,0.7024,1.1510
68.700,1-2,0.6284,-1.0000,0.6284,0.6998,1.1501
68.750,1-2,0.6264,-1.0000,0.6264,0.6977,1.1503
68.800,1-2,0.6252,-1.0000,0.6252,0.6968,1.1510
68.850,1-2,0.6240,-1.0000,0.6240,0.6956,1.1516
68.900,1-2,0.6228,-1.0000,0.6228,0.6935,1.1522
68.950,1-2,0.6212,-1.0000,0.6212,0.6903,1.1527
69.000,1-2,0.6195,-1.0000,0.6195,0.6864,1.1531
69.050,1-2,0.6179,-1.0000,0.6179,0.6813,1.1533
69.100,1-2,0.6169,-1.0000,0.6169,0.6760,1.1524
69.150,1-2,0.6161,-1.0000,0.6161,0.6704,1.1511
69.200,1-2,0.6154,-1.0000,0.6154,0.6656,1.1504
69.250,1-2,0.6147,-1.0000,0.6147,0.6613,1.1503
69.300,1-2,0.6139,-1.0000,0.6139,0.6571,1.1508
69.350,1-2,0.6133,-1.0000,0.6133,0.6534,1.1519
69.400,1-2,0.6126,-1.0000,0.6126,0.6498,1.1536
69.450,1-2,0.6118,-1.0000,0.6118,0.6461,1.1562
69.500,1-2,0.6112,-1.0000,0.6112,0.6428,1.1583
69.550,1-2,0.6104,-1.0000,0.6104,0.6391,1.1597
69.600,1-2,0.6097,-1.0000,0.6097,0.6352,1.1602
69.650,1-2,0.6091,-1.0000,0.6091,0.6305,1.1599
69.700,1-2,0.6084,-1.0000,0.6084,0.6251,1.1589
69.750,1-2,0.6078,-1.0000,0.6078,0.6186,1.1572
69.800,1-2,0.6071,-1.0000,0.6071,0.6123,1.1550
69.850,1-3,0.6059,-1.0000,0.6064,0.6059,1.1527
69.900,1-3,0.6013,-1.0000,0.6061,0.6013,1.1510
69.950,1-3,0.5978,-1.0000,0.6064,0.5978,1.1497
70.000,1-3,0.5956,-1.0000,0.6068,0.5956,1.1489
70.050,1-3,0.5940,-1.0000,0.6071,0.5940,1.1485
70.100,1-3,0.5930,-1.0000,0.6073,0.5930,1.1485
70.150,1-3,0.5925,-1.0000,0.6075,0.5925,1.1488
70.200,1-3,0.5923,-1.0000,0.6078,0.5923,1.1493
70.250,1-3,0.5923,-1.0000,0.6080,0.5923,1.1499
70.300,1-3,0.5924,-1.0000,0.6082,0.5924,1.1505
70.350,1-3,0.5927,-1.0000,0.6084,0.5927,1.1511
70.400,1-3,0.5931,-1.0000,0.6087,0.5931,1.1517
70.452,1-3,0.5935,-1.0000,0.6089,0.5935,1.1522
70.500,1-3,0.5940,-1.0000,0.6091,0.5940,1.1527
70.550,1-3,0.5945,-1.0000,0.6093,0.5945,1.1530
70.600,1-3,0.5949,-1.0000,0.6095,0.5949,1.1533
70.650,1-3,0.5953,-1.0000,0.6097,0.5953,1.1536
70.700,1-3,0.5957,-1.0000,0.6099,0.5957,1.1538
70.750,1-3,0.5962,-1.0000,0.6101,0.5962,1.1540
70.800,1-3,0.5966,-1.0000,0.6102,0.5966,1.1542
70.850,1-3,0.5970,-1.0000,0.6104,0.5970,1.1543
70.900,1-3,0.5973,-1.0000,0.6105,0.5973,1.1544
70.950,1-3,0.5977,-1.0000,0.6107,0.5977,1.1545
71.000,1-3,0.5980,-1.0000,0.6108,0.5980,1.1546
71.050,1-3,0.5983,-1.0000,0.6109,0.5983,1.1546
71.100,1-3,0.5986,-1.0000,0.6110,0.5986,1.1547
71.150,1-3,0.5988,-1.0000,0.6111,0.5988,1.1547
71.200,1-3,0.5991,-1.0000,0.6113,0.5991,1.1547
71.250,1-3,0.5993,-1.0000,0.6114,0.5993,1.1548
71.300,1-3,0.5994,-1.0000,0.6116,0.5994,1.1548
71.350,1-3,0.5996,-1.0000,0.6117,0.5996,1.1549
71.400,1-3,0.5998,-1.0000,0.6119,0.5998,1.1549
71.450,1-3,0.5999,-1.0000,0.6120,0.5999,1.1549
