t,pair,gap_min,pile_gap_min,gap_1_2,gap_1_3,gap_2_3
58.250,1-3,0.6224,-1.0000,0.6276,0.6224,1.1460
58.300,1-3,0.6224,-1.0000,0.6277,0.6224,1.1461
58.350,1-3,0.6223,-1.0000,0.6277,0.6223,1.1461
58.400,1-3,0.6222,-1.0000,0.6278,0.6222,1.1461
58.450,1-3,0.6221,-1.0000,0.6277,0.6221,1.1461
58.500,1-3,0.6220,-1.0000,0.6277,0.6220,1.1461
58.550,1-3,0.6219,-1.0000,0.6277,0.6219,1.1461
58.600,1-3,0.6219,-1.0000,0.6276,0.6219,1.1460
58.650,1-3,0.6218,-1.0000,0.6276,0.6218,1.1460
58.700,1-3,0.6218,-1.0000,0.6276,0.6218,1.1459
58.750,1-3,0.6218,-1.0000,0.6275,0.6218,1.1460
58.800,1-3,0.6218,-1.0000,0.6275,0.6218,1.1460
58.850,1-3,0.6217,-1.0000,0.6275,0.6217,1.1460
58.900,1-3,0.6217,-1.0000,0.6275,0.6217,1.1460
58.950,1-3,0.6217,-1.0000,0.6274,0.6217,1.1460
59.000,1-3,0.6218,-1.0000,0.6274,0.6218,1.1460
59.050,1-3,0.6218,-1.0000,0.6275,0.6218,1.1461
59.100,1-3,0.6218,-1.0000,0.6275,0.6218,1.1461
59.150,1-3,0.6218,-1.0000,0.6276,0.6218,1.1461
59.200,1-3,0.6219,-1.0000,0.6276,0.6219,1.1461
59.254,1-3,0.6219,-1.0000,0.6276,0.6219,1.1461
59.300,1-3,0.6219,-1.0000,0.6276,0.6219,1.1461
59.350,1-3,0.6220,-1.0000,0.6276,0.6220,1.1461
59.400,1-3,0.6220,-1.0000,0.6277,0.6220,1.1461
59.450,1-3,0.6220,-1.0000,0.6276,0.6220,1.1461
59.500,1-3,0.6220,-1.0000,0.6276,0.6220,1.1461
59.550,1-3,0.6219,-1.0000,0.6276,0.6219,1.1461
59.600,1-3,0.6219,-1.0000,0.6276,0.6219,1.1461
59.650,1-3,0.6218,-1.0000,0.6276,0.6218,1.1461
59.700,1-3,0.6218,-1.0000,0.6276,0.6218,1.1461
59.750,1-3,0.6217,-1.0000,0.6275,0.6217,1.1461
59.800,1-3,0.6216,-1.0000,0.6275,0.6216,1.1460
59.850,1-3,0.6215,-1.0000,0.6275,0.6215,1.1460
59.900,1-3,0.6215,-1.0000,0.6275,0.6215,1.1460
59.950,1-3,0.6214,-1.0000,0.6275,0.6214,1.1459
60.000,1-3,0.6213,-1.0000,0.6274,0.6213,1.1459
60.050,1-3,0.6213,-1.0000,0.6274,0.6213,1.1459
60.100,1-3,0.6213,-1.0000,0.6274,0.6213,1.1459
60.150,1-3,0.6213,-1.0000,0.6274,0.6213,1.1459
60.200,1-3,0.6213,-1.0000,0.6274,0.6213,1.1459
60.250,1-3,0.6213,-1.0000,0.6274,0.6213,1.1460
60.300,1-3,0.6213,-1.0000,0.6274,0.6213,1.1460
60.350,1-3,0.6213,-1.0000,0.6274,0.6213,1.1460
60.400,1-3,0.6213,-1.0000,0.6274,0.6213,1.1460
60.450,1-3,0.6212,-1.0000,0.6274,0.6212,1.1460
60.500,1-3,0.6213,-1.0000,0.6274,0.6213,1.1460
60.550,1-3,0.6213,-1.0000,0.6274,0.6213,1.1461
60.600,1-3,0.6212,-1.0000,0.6275,0.6212,1.1460
60.650,1-3,0.6213,-1.0000,0.6280,0.6213,1.1460
60.700,1-3,0.6217,-1.0000,0.6288,0.6217,1.1461
60.750,1-3,0.6224,-1.0000,0.6300,0.6224,1.1462
60.800,1-3,0.6232,-1.0000,0.6311,0.6232,1.1463
60.850,1-3,0.6243,-1.0000,0.6324,0.6243,1.1466
60.900,1-3,0.6257,-1.0000,0.6337,0.6257,1.1467
60.950,1-3,0.6270,-1.0000,0.6348,0.6270,1.1471
61.000,1-3,0.6283,-1.0000,0.6359,0.6283,1.1478
61.050,1-3,0.6295,-1.0000,0.6368,0.6295,1.1490
61.100,1-3,0.6296,-1.0000,0.6377,0.6296,1.1495
61.150,1-3,0.6286,-1.0000,0.6387,0.6286,1.1500
61.200,1-3,0.6262,-1.0000,0.6397,0.6262,1.1504
61.250,1-3,0.6227,-1.0000,0.6409,0.6227,1.1504
61.300,1-3,0.6174,-1.0000,0.6424,0.6174,1.1490
61.350,1-3,0.6111,-1.0000,0.6443,0.6111,1.1472
61.400,1-3,0.6037,-1.0000,0.6471,0.6037,1.1449
61.450,1-3,0.5990,-1.0000,0.6504,0.5990,1.1424
61.500,1-3,0.5966,-1.0000,0.6551,0.5966,1.1411
61.550,1-3,0.5970,-1.0000,0.6605,0.5970,1.1411
61.600,1-3,0.6000,-1.0000,0.6674,0.6000,1.1420
61.650,1-3,0.6056,-1.0000,0.6755,0.6056,1.1408
61.700,1-3,0.6134,-1.0000,0.6848,0.6134,1.1400
61.750,1-3,0.6218,-1.0000,0.6964,0.6218,1.1393
61.800,1-3,0.6287,-1.0000,0.7068,0.6287,1.1378
61.850,1-3,0.6349,-1.0000,0.7170,0.6349,1.1365
61.900,1-3,0.6406,-1.0000,0.7278,0.6406,1.1358
61.950,1-3,0.6451,-1.0000,0.7377,0.6451,1.1353
62.000,1-3,0.6491,-1.0000,0.7495,0.6491,1.1349
62.050,1-3,0.6519,-1.0000,0.7604,0.6519,1.1342
62.100,1-3,0.6540,-1.0000,0.7718,0.6540,1.1345
62.150,1-3,0.6547,-1.0000,0.7796,0.6547,1.1357
62.200,1-3,0.6552,-1.0000,0.7875,0.6552,1.1367
62.250,1-3,0.6558,-1.0000,0.7933,0.6558,1.1378
62.300,1-3,0.6559,-1.0000,0.7983,0.6559,1.1395
62.350,1-3,0.6586,-1.0000,0.8023,0.6586,1.1423
62.400,1-3,0.6611,-1.0000,0.8054,0.6611,1.1455
62.450,1-3,0.6633,-1.0000,0.8101,0.6633,1.1481
62.500,1-3,0.6656,-1.0000,0.8136,0.6656,1.1497
62.550,1-3,0.6679,-1.0000,0.8162,0.6679,1.1516
62.600,1-3,0.6702,-1.0000,0.8180,0.6702,1.1538
62.650,1-3,0.6719,-1.0000,0.8192,0.6719,1.1555
62.700,1-3,0.6733,-1.0000,0.8202,0.6733,1.1566
62.750,1-3,0.6740,-1.0000,0.8215,0.6740,1.1574
62.800,1-3,0.6742,-1.0000,0.8235,0.6742,1.1583
62.850,1-3,0.6733,-1.0000,0.8254,0.6733,1.1600
62.900,1-3,0.6723,-1.0000,0.8272,0.6723,1.1611
62.950,1-3,0.6715,-1.0000,0.8287,0.6715,1.1618
63.000,1-3,0.6711,-1.0000,0.8301,0.6711,1.1625
63.050,1-3,0.6714,-1.0000,0.8311,0.6714,1.1636
63.100,1-3,0.6723,-1.0000,0.8323,0.6723,1.1649
63.150,1-3,0.6729,-1.0000,0.8350,0.6729,1.1662
63.200,1-3,0.6738,-1.0000,0.8369,0.6738,1.1666
63.250,1-3,0.6752,-1.0000,0.8383,0.6752,1.1674
63.300,1-3,0.6764,-1.0000,0.8390,0.6764,1.1684
63.350,1-3,0.6777,-1.0000,0.8391,0.6777,1.1695
63.400,1-3,0.6784,-1.0000,0.8389,0.6784,1.1701
63.450,1-3,0.6786,-1.0000,0.8390,0.6786,1.1704
63.500,1-3,0.6780,-1.0000,0.8397,0.6780,1.1708
63.550,1-3,0.6765,-1.0000,0.8402,0.6765,1.1718
63.600,1-3,0.6752,-1.0000,0.8406,0.6752,1.1703
63.650,1-3,0.6740,-1.0000,0.8410,0.6740,1.1687
63.700,1-3,0.6734,-1.0000,0.8405,0.6734,1.1682
63.750,1-3,0.6734,-1.0000,0.8420,0.6734,1.1686
63.800,1-3,0.6742,-1.0000,0.8410,0.6742,1.1708
63.850,1-3,0.6746,-1.0000,0.8428,0.6746,1.1737
63.900,1-3,0.6756,-1.0000,0.8449,0.6756,1.1737
63.950,1-3,0.6766,-1.0000,0.8456,0.6766,1.1744
64.000,1-3,0.6783,-1.0000,0.8456,0.6783,1.1756
64.050,1-3,0.6787,-1.0000,0.8451,0.6787,1.1767
64.100,1-3,0.6793,-1.0000,0.8444,0.6793,1.1772
64.150,1-3,0.6806,-1.0000,0.8438,0.6806,1.1775
64.200,1-3,0.6787,-1.0000,0.8441,0.6787,1.1776
64.250,1-3,0.6772,-1.0000,0.8441,0.6772,1.1749
64.300,1-3,0.6758,-1.0000,0.8441,0.6758,1.1724
64.350,1-3,0.6744,-1.0000,0.8441,0.6744,1.1704
64.400,1-3,0.6734,-1.0000,0.8439,0.6734,1.1695
64.450,1-3,0.6730,-1.0000,0.8436,0.6730,1.1694
64.500,1-3,0.6734,-1.0000,0.8435,0.6734,1.1706
64.550,1-3,0.6732,-1.0000,0.8447,0.6732,1.1733
64.600,1-3,0.6737,-1.0000,0.8455,0.6737,1.1762
64.650,1-3,0.6745,-1.0000,0.8456,0.6745,1.1770
64.700,1-3,0.6756,-1.0000,0.8452,0.6756,1.1775
64.750,1-3,0.6767,-1.0000,0.8442,0.6767,1.1781
64.800,1-3,0.6775,-1.0000,0.8427,0.6775,1.1781
64.850,1-3,0.6780,-1.0000,0.8416,0.6780,1.1778
64.900,1-3,0.6778,-1.0000,0.8410,0.6778,1.1751
64.950,1-3,0.6766,-1.0000,0.8413,0.6766,1.1720
65.000,1-3,0.6752,-1.0000,0.8403,0.6752,1.1694
65.050,1-3,0.6740,-1.0000,0.8401,0.6740,1.1676
65.100,1-3,0.6731,-1.0000,0.8397,0.6731,1.1666
65.150,1-3,0.6728,-1.0000,0.8392,0.6728,1.1666
65.200,1-3,0.6733,-1.0000,0.8393,0.6733,1.1683
65.250,1-3,0.6731,-1.0000,0.8404,0.6731,1.1711
65.300,1-3,0.6736,-1.0000,0.8413,0.6736,1.1740
65.350,1-3,0.6745,-1.0000,0.8416,0.6745,1.1762
65.400,1-3,0.6753,-1.0000,0.8413,0.6753,1.1767
65.450,1-3,0.6762,-1.0000,0.8403,0.6762,1.1772
65.500,1-3,0.6766,-1.0000,0.8390,0.6766,1.1773
65.550,1-3,0.6766,-1.0000,0.8378,0.6766,1.1761
65.600,1-3,0.6758,-1.0000,0.8375,0.6758,1.1731
65.650,1-3,0.6742,-1.0000,0.8371,0.6742,1.1695
65.700,1-3,0.6726,-1.0000,0.8367,0.6726,1.1668
65.750,1-3,0.6712,-1.0000,0.8364,0.6712,1.1646
65.800,1-3,0.6703,-1.0000,0.8361,0.6703,1.1635
65.850,1-3,0.6694,-1.0000,0.8357,0.6694,1.1632
65.900,1-3,0.6705,-1.0000,0.8350,0.6705,1.1646
65.950,1-3,0.6706,-1.0000,0.8379,0.6706,1.1670
66.000,1-3,0.6711,-1.0000,0.8377,0.6711,1.1699
66.050,1-3,0.6720,-1.0000,0.8388,0.6720,1.1722
66.102,1-3,0.6730,-1.0000,0.8387,0.6730,1.1738
66.150,1-3,0.6738,-1.0000,0.8380,0.6738,1.1745
66.200,1-3,0.6743,-1.0000,0.8362,0.6743,1.1743
66.250,1-3,0.6744,-1.0000,0.8360,0.6744,1.1727
66.300,1-3,0.6735,-1.0000,0.8355,0.6735,1.1695
66.350,1-3,0.6720,-1.0000,0.8350,0.6720,1.1664
66.400,1-3,0.6702,-1.0000,0.8343,0.6702,1.1637
66.450,1-3,0.6687,-1.0000,0.8336,0.6687,1.1618
66.500,1-3,0.6675,-1.0000,0.8327,0.6675,1.1606
66.550,1-3,0.6670,-1.0000,0.8316,0.6670,1.1606
66.600,1-3,0.6671,-1.0000,0.8308,0.6671,1.1620
66.650,1-3,0.6668,-1.0000,0.8314,0.6668,1.1646
66.700,1-3,0.6668,-1.0000,0.8317,0.6668,1.1678
66.750,1-3,0.6670,-1.0000,0.8311,0.6670,1.1701
66.800,1-3,0.6673,-1.0000,0.8299,0.6673,1.1716
66.850,1-3,0.6672,-1.0000,0.8287,0.6672,1.1721
66.900,1-3,0.6666,-1.0000,0.8250,0.6666,1.1715
66.950,1-3,0.6652,-1.0000,0.8240,0.6652,1.1695
67.000,1-3,0.6631,-1.0000,0.8212,0.6631,1.1661
67.050,1-3,0.6603,-1.0000,0.8187,0.6603,1.1623
67.100,1-3,0.6579,-1.0000,0.8163,0.6579,1.1594
67.150,1-3,0.6556,-1.0000,0.8135,0.6556,1.1573
67.200,1-3,0.6541,-1.0000,0.8106,0.6541,1.1563
67.250,1-3,0.6534,-1.0000,0.8074,0.6534,1.1565
67.300,1-3,0.6535,-1.0000,0.8043,0.6535,1.1584
67.350,1-3,0.6532,-1.0000,0.8025,0.6532,1.1614
67.400,1-3,0.6534,-1.0000,0.8010,0.6534,1.1648
67.450,1-3,0.6526,-1.0000,0.7973,0.6526,1.1674
67.500,1-3,0.6534,-1.0000,0.7953,0.6534,1.1688
67.550,1-3,0.6522,-1.0000,0.7904,0.6522,1.1692
67.600,1-3,0.6517,-1.0000,0.7866,0.6517,1.1683
67.650,1-3,0.6502,-1.0000,0.7824,0.6502,1.1660
67.700,1-3,0.6481,-1.0000,0.7781,0.6481,1.1620
67.750,1-3,0.6457,-1.0000,0.7741,0.6457,1.1583
67.800,1-3,0.6433,-1.0000,0.7698,0.6433,1.1552
67.850,1-3,0.6421,-1.0000,0.7669,0.6421,1.1535
67.900,1-3,0.6400,-1.0000,0.7621,0.6400,1.1528
67.950,1-3,0.6393,-1.0000,0.7584,0.6393,1.1535
68.000,1-3,0.6395,-1.0000,0.7546,0.6395,1.1560
68.050,1-3,0.6393,-1.0000,0.7523,0.6393,1.1595
68.100,1-3,0.6393,-1.0000,0.7498,0.6393,1.1632
68.150,1-3,0.6393,-1.0000,0.7469,0.6393,1.1655
68.200,1-3,0.6390,-1.0000,0.7432,0.6390,1.1667
68.250,1-3,0.6385,-1.0000,0.7393,0.6385,1.1666
68.300,1-3,0.6373,-1.0000,0.7346,0.6373,1.1652
68.350,1-3,0.6354,-1.0000,0.7299,0.6354,1.1621
68.400,1-3,0.6335,-1.0000,0.7256,0.6335,1.1582
68.450,1-3,0.6311,-1.0000,0.7211,0.6311,1.1540
68.500,1-3,0.6291,-1.0000,0.7174,0.6291,1.1511
68.550,1-3,0.6273,-1.0000,0.7137,0.6273,1.1493
68.600,1-3,0.6262,-1.0000,0.7105,0.6262,1.1490
68.650,1-3,0.6259,-1.0000,0.7072,0.6259,1.1499
68.700,1-3,0.6263,-1.0000,0.7042,0.6263,1.1527
68.750,1-3,0.6265,-1.0000,0.7026,0.6265,1.1561
68.800,1-3,0.6267,-1.0000,0.7009,0.6267,1.1598
68.850,1-3,0.6268,-1.0000,0.6989,0.6268,1.1621
68.900,1-3,0.6266,-1.0000,0.6962,0.6266,1.1631
68.950,1-3,0.6259,-1.0000,0.6933,0.6259,1.1626
69.000,1-3,0.6246,-1.0000,0.6898,0.6246,1.1606
69.050,1-3,0.6226,-1.0000,0.6864,0.6226,1.1570
69.100,1-3,0.6204,-1.0000,0.6833,0.6204,1.1527
69.150,1-3,0.6178,-1.0000,0.6801,0.6178,1.1479
69.200,1-3,0.6158,-1.0000,0.6773,0.6158,1.1443
69.250,1-3,0.6143,-1.0000,0.6753,0.6143,1.1423
69.300,1-3,0.6133,-1.0000,0.6734,0.6133,1.1416
69.350,1-3,0.6133,-1.0000,0.6720,0.6133,1.1422
69.400,1-3,0.6133,-1.0000,0.6702,0.6133,1.1444
69.450,1-3,0.6138,-1.0000,0.6693,0.6138,1.1475
69.500,1-3,0.6140,-1.0000,0.6678,0.6140,1.1501
69.550,1-3,0.6143,-1.0000,0.6653,0.6143,1.1517
69.600,1-3,0.6144,-1.0000,0.6624,0.6144,1.1522
69.650,1-3,0.6143,-1.0000,0.6582,0.6143,1.1516
69.700,1-3,0.6142,-1.0000,0.6532,0.6142,1.1500
69.750,1-3,0.6141,-1.0000,0.6480,0.6141,1.1475
69.800,1-3,0.6139,-1.0000,0.6432,0.6139,1.1449
69.850,1-3,0.6134,-1.0000,0.6384,0.6134,1.1429
69.900,1-3,0.6131,-1.0000,0.6342,0.6131,1.1416
69.950,1-3,0.6125,-1.0000,0.6303,0.6125,1.1409
70.000,1-3,0.6121,-1.0000,0.6262,0.6121,1.1408
70.050,1-3,0.6115,-1.0000,0.6224,0.6115,1.1413
70.100,1-3,0.6109,-1.0000,0.6187,0.6109,1.1425
70.150,1-3,0.6102,-1.0000,0.6160,0.6102,1.1437
70.200,1-3,0.6093,-1.0000,0.6135,0.6093,1.1447
70.252,1-3,0.6083,-1.0000,0.6111,0.6083,1.1454
70.300,1-3,0.6070,-1.0000,0.6089,0.6070,1.1458
70.350,1-3,0.6055,-1.0000,0.6068,0.6055,1.1461
70.400,1-3,0.6034,-1.0000,0.6044,0.6034,1.1463
70.450,1-3,0.6007,-1.0000,0.6021,0.6007,1.1464
70.500,1-3,0.5981,-1.0000,0.6001,0.5981,1.1463
70.550,1-3,0.5960,-1.0000,0.5987,0.5960,1.1463
70.600,1-3,0.5948,-1.0000,0.5977,0.5948,1.1467
70.650,1-3,0.5938,-1.0000,0.5970,0.5938,1.1467
70.700,1-3,0.5928,-1.0000,0.5966,0.5928,1.1463
70.750,1-3,0.5916,-1.0000,0.5965,0.5916,1.1456
70.800,1-3,0.5902,-1.0000,0.5964,0.5902,1.1448
70.850,1-3,0.5883,-1.0000,0.5963,0.5883,1.1437
70.900,1-3,0.5864,-1.0000,0.5963,0.5864,1.1425
70.950,1-3,0.5845,-1.0000,0.5964,0.5845,1.1409
71.000,1-3,0.5834,-1.0000,0.5965,0.5834,1.1399
71.050,1-3,0.5826,-1.0000,0.5967,0.5826,1.1392
71.100,1-3,0.5822,-1.0000,0.5969,0.5822,1.1388
71.150,1-3,0.5820,-1.0000,0.5971,0.5820,1.1387
71.200,1-3,0.5820,-1.0000,0.5973,0.5820,1.1388
71.250,1-3,0.5820,-1.0000,0.5976,0.5820,1.1390
71.300,1-3,0.5821,-1.0000,0.5978,0.5821,1.1392
71.350,1-3,0.5823,-1.0000,0.5981,0.5823,1.1395
71.400,1-3,0.5824,-1.0000,0.5984,0.5824,1.1398
