t,pair,gap_min,pile_gap_min,gap_1_2,gap_1_3,gap_2_3
57.050,1-3,0.5733,-1.0000,0.5993,0.5733,1.1391
57.100,1-3,0.5726,-1.0000,0.5994,0.5726,1.1382
57.150,1-3,0.5733,-1.0000,0.5998,0.5733,1.1384
57.200,1-3,0.5740,-1.0000,0.6005,0.5740,1.1404
57.250,1-3,0.5742,-1.0000,0.6012,0.5742,1.1427
57.300,1-3,0.5748,-1.0000,0.6024,0.5748,1.1445
57.350,1-3,0.5753,-1.0000,0.6036,0.5753,1.1425
57.400,1-3,0.5757,-1.0000,0.6052,0.5757,1.1404
57.450,1-3,0.5760,-1.0000,0.6069,0.5760,1.1387
57.500,1-3,0.5762,-1.0000,0.6086,0.5762,1.1365
57.550,1-3,0.5756,-1.0000,0.6102,0.5756,1.1351
57.600,1-3,0.5735,-1.0000,0.6116,0.5735,1.1342
57.650,1-3,0.5715,-1.0000,0.6124,0.5715,1.1339
57.700,1-3,0.5702,-1.0000,0.6132,0.5702,1.1335
57.750,1-3,0.5695,-1.0000,0.6140,0.5695,1.1333
57.800,1-3,0.5694,-1.0000,0.6149,0.5694,1.1332
57.850,1-3,0.5697,-1.0000,0.6157,0.5697,1.1332
57.900,1-3,0.5707,-1.0000,0.6164,0.5707,1.1326
57.950,1-3,0.5712,-1.0000,0.6169,0.5712,1.1320
58.000,1-3,0.5702,-1.0000,0.6169,0.5702,1.1321
58.050,1-3,0.5690,-1.0000,0.6169,0.5690,1.1323
58.100,1-3,0.5683,-1.0000,0.6169,0.5683,1.1327
58.150,1-3,0.5681,-1.0000,0.6170,0.5681,1.1332
58.200,1-3,0.5682,-1.0000,0.6172,0.5682,1.1339
58.250,1-3,0.5687,-1.0000,0.6175,0.5687,1.1345
58.300,1-3,0.5692,-1.0000,0.6179,0.5692,1.1342
58.352,1-3,0.5685,-1.0000,0.6182,0.5685,1.1336
58.400,1-3,0.5673,-1.0000,0.6179,0.5673,1.1337
58.450,1-3,0.5667,-1.0000,0.6176,0.5667,1.1339
58.500,1-3,0.5665,-1.0000,0.6175,0.5665,1.1342
58.550,1-3,0.5666,-1.0000,0.6176,0.5666,1.1347
58.600,1-3,0.5671,-1.0000,0.6179,0.5671,1.1354
58.652,1-3,0.5681,-1.0000,0.6183,0.5681,1.1353
58.700,1-3,0.5688,-1.0000,0.6185,0.5688,1.1345
58.750,1-3,0.5682,-1.0000,0.6185,0.5682,1.1343
58.800,1-3,0.5669,-1.0000,0.6183,0.5669,1.1343
58.850,1-3,0.5664,-1.0000,0.6182,0.5664,1.1345
58.900,1-3,0.5662,-1.0000,0.6182,0.5662,1.1348
58.950,1-3,0.5663,-1.0000,0.6183,0.5663,1.1353
59.000,1-3,0.5667,-1.0000,0.6185,0.5667,1.1359
59.050,1-3,0.5675,-1.0000,0.6188,0.5675,1.1356
59.100,1-3,0.5673,-1.0000,0.6190,0.5673,1.1347
59.150,1-3,0.5661,-1.0000,0.6188,0.5661,1.1343
59.200,1-3,0.5654,-1.0000,0.6183,0.5654,1.1342
59.250,1-3,0.5651,-1.0000,0.6181,0.5651,1.1342
59.300,1-3,0.5651,-1.0000,0.6181,0.5651,1.1344
59.350,1-3,0.5655,-1.0000,0.6184,0.5655,1.1349
59.400,1-3,0.5662,-1.0000,0.6187,0.5662,1.1351
59.450,1-3,0.5675,-1.0000,0.6190,0.5675,1.1345
59.500,1-3,0.5679,-1.0000,0.6192,0.5679,1.1337
59.550,1-3,0.5670,-1.0000,0.6191,0.5670,1.1336
59.600,1-3,0.5660,-1.0000,0.6189,0.5660,1.1335
59.650,1-3,0.5657,-1.0000,0.6189,0.5657,1.1337
59.700,1-3,0.5657,-1.0000,0.6189,0.5657,1.1339
59.750,1-3,0.5660,-1.0000,0.6191,0.5660,1.1343
59.800,1-3,0.5666,-1.0000,0.6193,0.5666,1.1339
59.850,1-3,0.5663,-1.0000,0.6196,0.5663,1.1331
59.900,1-3,0.5651,-1.0000,0.6193,0.5651,1.1330
59.950,1-3,0.5645,-1.0000,0.6190,0.5645,1.1331
60.000,1-3,0.5643,-1.0000,0.6187,0.5643,1.1334
60.050,1-3,0.5643,-1.0000,0.6186,0.5643,1.1338
60.100,1-3,0.5648,-1.0000,0.6186,0.5648,1.1345
60.150,1-3,0.5653,-1.0000,0.6190,0.5653,1.1345
60.200,1-3,0.5649,-1.0000,0.6194,0.5649,1.1338
60.250,1-3,0.5637,-1.0000,0.6192,0.5637,1.1333
60.300,1-3,0.5630,-1.0000,0.6186,0.5630,1.1331
60.350,1-3,0.5627,-1.0000,0.6182,0.5627,1.1331
60.400,1-3,0.5627,-1.0000,0.6181,0.5627,1.1332
60.450,1-3,0.5630,-1.0000,0.6182,0.5630,1.1335
60.500,1-3,0.5637,-1.0000,0.6183,0.5637,1.1341
60.550,1-3,0.5648,-1.0000,0.6186,0.5648,1.1341
60.600,1-3,0.5650,-1.0000,0.6191,0.5650,1.1333
60.650,1-3,0.5641,-1.0000,0.6190,0.5641,1.1329
60.700,1-3,0.5636,-1.0000,0.6186,0.5636,1.1329
60.750,1-3,0.5635,-1.0000,0.6183,0.5635,1.1329
60.800,1-3,0.5636,-1.0000,0.6183,0.5636,1.1331
60.850,1-3,0.5641,-1.0000,0.6185,0.5641,1.1334
60.900,1-3,0.5649,-1.0000,0.6189,0.5649,1.1340
60.950,1-3,0.5663,-1.0000,0.6194,0.5663,1.1340
61.000,1-3,0.5675,-1.0000,0.6197,0.5675,1.1332
61.050,1-3,0.5672,-1.0000,0.6199,0.5672,1.1328
61.100,1-3,0.5664,-1.0000,0.6198,0.5664,1.1328
61.150,1-3,0.5664,-1.0000,0.6197,0.5664,1.1331
61.200,1-3,0.5668,-1.0000,0.6197,0.5668,1.1337
61.250,1-3,0.5677,-1.0000,0.6199,0.5677,1.1347
61.300,1-3,0.5691,-1.0000,0.6200,0.5691,1.1364
61.350,1-3,0.5715,-1.0000,0.6198,0.5715,1.1392
61.400,1-3,0.5746,-1.0000,0.6194,0.5746,1.1412
61.450,1-3,0.5781,-1.0000,0.6184,0.5781,1.1433
61.500,1-3,0.5813,-1.0000,0.6167,0.5813,1.1459
61.550,1-3,0.5842,-1.0000,0.6141,0.5842,1.1483
61.600,1-3,0.5869,-1.0000,0.6112,0.5869,1.1504
61.650,1-3,0.5895,-1.0000,0.6078,0.5895,1.1521
61.700,1-3,0.5917,-1.0000,0.6049,0.5917,1.1529
61.750,1-3,0.5937,-1.0000,0.6022,0.5937,1.1509
61.800,1-3,0.5957,-1.0000,0.6004,0.5957,1.1479
61.850,1-3,0.5979,-1.0000,0.5989,0.5979,1.1460
61.900,1-2,0.5982,-1.0000,0.5982,0.5999,1.1452
61.950,1-2,0.5981,-1.0000,0.5981,0.6016,1.1452
62.000,1-2,0.5986,-1.0000,0.5986,0.6033,1.1460
62.050,1-2,0.5995,-1.0000,0.5995,0.6052,1.1474
62.100,1-2,0.6008,-1.0000,0.6008,0.6072,1.1492
62.150,1-2,0.6027,-1.0000,0.6027,0.6094,1.1509
62.200,1-2,0.6043,-1.0000,0.6043,0.6106,1.1521
62.250,1-2,0.6057,-1.0000,0.6057,0.6116,1.1530
62.300,1-2,0.6067,-1.0000,0.6067,0.6123,1.1536
62.350,1-2,0.6076,-1.0000,0.6076,0.6129,1.1540
62.400,1-2,0.6081,-1.0000,0.6081,0.6135,1.1541
62.450,1-2,0.6085,-1.0000,0.6085,0.6140,1.1541
62.500,1-2,0.6088,-1.0000,0.6088,0.6143,1.1540
62.550,1-2,0.6089,-1.0000,0.6089,0.6147,1.1538
62.600,1-2,0.6090,-1.0000,0.6090,0.6150,1.1535
62.650,1-2,0.6091,-1.0000,0.6091,0.6152,1.1533
62.700,1-2,0.6091,-1.0000,0.6091,0.6154,1.1530
62.750,1-2,0.6090,-1.0000,0.6090,0.6156,1.1527
62.800,1-2,0.6090,-1.0000,0.6090,0.6157,1.1525
62.850,1-2,0.6090,-1.0000,0.6090,0.6158,1.1523
62.900,1-2,0.6090,-1.0000,0.6090,0.6159,1.1522
62.950,1-2,0.6091,-1.0000,0.6091,0.6159,1.1520
63.000,1-2,0.6091,-1.0000,0.6091,0.6159,1.1518
63.050,1-2,0.6092,-1.0000,0.6092,0.6159,1.1517
63.100,1-2,0.6092,-1.0000,0.6092,0.6159,1.1516
63.150,1-2,0.6092,-1.0000,0.6092,0.6158,1.1516
63.200,1-2,0.6093,-1.0000,0.6093,0.6158,1.1516
63.250,1-2,0.6093,-1.0000,0.6093,0.6157,1.1515
63.300,1-2,0.6094,-1.0000,0.6094,0.6156,1.1515
63.350,1-2,0.6095,-1.0000,0.6095,0.6155,1.1515
63.400,1-2,0.6095,-1.0000,0.6095,0.6154,1.1515
63.450,1-2,0.6096,-1.0000,0.6096,0.6154,1.1515
63.500,1-2,0.6097,-1.0000,0.6097,0.6153,1.1516
63.550,1-2,0.6098,-1.0000,0.6098,0.6153,1.1516
63.600,1-2,0.6099,-1.0000,0.6099,0.6153,1.1517
63.650,1-2,0.6099,-1.0000,0.6099,0.6154,1.1517
63.700,1-2,0.6099,-1.0000,0.6099,0.6154,1.1517
63.750,1-2,0.6099,-1.0000,0.6099,0.6154,1.1517
63.800,1-2,0.6099,-1.0000,0.6099,0.6154,1.1517
63.850,1-2,0.6099,-1.0000,0.6099,0.6153,1.1518
63.900,1-2,0.6099,-1.0000,0.6099,0.6153,1.1518
63.950,1-2,0.6099,-1.0000,0.6099,0.6153,1.1518
64.000,1-2,0.6099,-1.0000,0.6099,0.6153,1.1517
64.050,1-2,0.6100,-1.0000,0.6100,0.6153,1.1517
64.100,1-2,0.6099,-1.0000,0.6099,0.6153,1.1517
64.150,1-2,0.6099,-1.0000,0.6099,0.6153,1.1517
64.200,1-2,0.6100,-1.0000,0.6100,0.6153,1.1517
64.250,1-2,0.6100,-1.0000,0.6100,0.6153,1.1517
64.300,1-2,0.6100,-1.0000,0.6100,0.6153,1.1517
64.350,1-2,0.6100,-1.0000,0.6100,0.6153,1.1516
64.400,1-2,0.6100,-1.0000,0.6100,0.6153,1.1516
64.450,1-2,0.6100,-1.0000,0.6100,0.6152,1.1516
64.500,1-2,0.6101,-1.0000,0.6101,0.6152,1.1515
64.550,1-2,0.6101,-1.0000,0.6101,0.6152,1.1515
64.600,1-2,0.6101,-1.0000,0.6101,0.6151,1.1515
64.650,1-2,0.6102,-1.0000,0.6102,0.6151,1.1515
64.700,1-2,0.6102,-1.0000,0.6102,0.6150,1.1514
64.750,1-2,0.6102,-1.0000,0.6102,0.6150,1.1515
64.800,1-2,0.6103,-1.0000,0.6103,0.6150,1.1515
64.850,1-2,0.6103,-1.0000,0.6103,0.6150,1.1515
64.900,1-2,0.6103,-1.0000,0.6103,0.6150,1.1516
64.950,1-2,0.6103,-1.0000,0.6103,0.6150,1.1516
65.000,1-2,0.6104,-1.0000,0.6104,0.6150,1.1516
65.050,1-2,0.6104,-1.0000,0.6104,0.6150,1.1517
65.100,1-2,0.6104,-1.0000,0.6104,0.6150,1.1517
65.150,1-2,0.6104,-1.0000,0.6104,0.6151,1.1517
65.200,1-2,0.6104,-1.0000,0.6104,0.6151,1.1518
65.250,1-2,0.6104,-1.0000,0.6104,0.6151,1.1518
65.300,1-2,0.6104,-1.0000,0.6104,0.6151,1.1519
65.350,1-2,0.6104,-1.0000,0.6104,0.6152,1.1520
65.400,1-2,0.6103,-1.0000,0.6103,0.6152,1.1520
65.450,1-2,0.6103,-1.0000,0.6103,0.6152,1.1520
65.500,1-2,0.6103,-1.0000,0.6103,0.6152,1.1521
65.550,1-2,0.6103,-1.0000,0.6103,0.6152,1.1521
65.600,1-2,0.6103,-1.0000,0.6103,0.6151,1.1521
65.650,1-2,0.6103,-1.0000,0.6103,0.6151,1.1521
65.700,1-2,0.6102,-1.0000,0.6102,0.6149,1.1520
65.750,1-2,0.6103,-1.0000,0.6103,0.6148,1.1518
65.800,1-2,0.6108,-1.0000,0.6108,0.6148,1.1515
65.850,1-2,0.6115,-1.0000,0.6115,0.6151,1.1513
65.900,1-2,0.6125,-1.0000,0.6125,0.6155,1.1511
65.950,1-2,0.6138,-1.0000,0.6138,0.6160,1.1509
66.000,1-2,0.6150,-1.0000,0.6150,0.6163,1.1508
66.050,1-2,0.6164,-1.0000,0.6164,0.6167,1.1507
66.100,1-3,0.6170,-1.0000,0.6177,0.6170,1.1506
66.150,1-3,0.6174,-1.0000,0.6194,0.6174,1.1504
66.200,1-3,0.6178,-1.0000,0.6214,0.6178,1.1503
66.250,1-3,0.6189,-1.0000,0.6242,0.6189,1.1502
66.300,1-3,0.6216,-1.0000,0.6273,0.6216,1.1502
66.350,1-3,0.6263,-1.0000,0.6316,0.6263,1.1502
66.400,1-3,0.6324,-1.0000,0.6368,0.6324,1.1502
66.450,1-3,0.6411,-1.0000,0.6435,0.6411,1.1502
66.500,1-2,0.6507,-1.0000,0.6507,0.6514,1.1504
66.550,1-2,0.6603,-1.0000,0.6603,0.6656,1.1506
66.600,1-2,0.6704,-1.0000,0.6704,0.6803,1.1509
66.650,1-2,0.6815,-1.0000,0.6815,0.6944,1.1513
66.700,1-2,0.6912,-1.0000,0.6912,0.7068,1.1516
66.750,1-2,0.7018,-1.0000,0.7018,0.7197,1.1521
66.800,1-2,0.7122,-1.0000,0.7122,0.7319,1.1525
66.850,1-2,0.7227,-1.0000,0.7227,0.7434,1.1528
66.900,1-2,0.7350,-1.0000,0.7350,0.7557,1.1530
66.950,1-2,0.7468,-1.0000,0.7468,0.7665,1.1531
67.000,1-2,0.7588,-1.0000,0.7588,0.7763,1.1525
67.050,1-2,0.7699,-1.0000,0.7699,0.7832,1.1508
67.100,1-2,0.7820,-1.0000,0.7820,0.7887,1.1479
67.150,1-3,0.7921,-1.0000,0.7929,0.7921,1.1443
67.200,1-3,0.7942,-1.0000,0.8040,0.7942,1.1396
67.250,1-3,0.7948,-1.0000,0.8142,0.7948,1.1357
67.300,1-3,0.7943,-1.0000,0.8250,0.7943,1.1321
67.350,1-3,0.7943,-1.0000,0.8329,0.7943,1.1308
67.400,1-3,0.7954,-1.0000,0.8402,0.7954,1.1319
67.450,1-3,0.7970,-1.0000,0.8437,0.7970,1.1355
67.500,1-3,0.7989,-1.0000,0.8464,0.7989,1.1404
67.550,1-3,0.8013,-1.0000,0.8499,0.8013,1.1473
67.600,1-3,0.8039,-1.0000,0.8560,0.8039,1.1534
67.650,1-3,0.8068,-1.0000,0.8604,0.8068,1.1562
67.700,1-3,0.8098,-1.0000,0.8658,0.8098,1.1564
67.750,1-3,0.8121,-1.0000,0.8677,0.8121,1.1572
67.800,1-3,0.8140,-1.0000,0.8709,0.8140,1.1577
67.850,1-3,0.8153,-1.0000,0.8707,0.8153,1.1578
67.900,1-3,0.8162,-1.0000,0.8731,0.8162,1.1585
67.950,1-3,0.8167,-1.0000,0.8741,0.8167,1.1588
68.000,1-3,0.8166,-1.0000,0.8788,0.8166,1.1590
68.050,1-3,0.8161,-1.0000,0.8802,0.8161,1.1580
68.100,1-3,0.8159,-1.0000,0.8833,0.8159,1.1564
68.150,1-3,0.8162,-1.0000,0.8836,0.8162,1.1559
68.200,1-3,0.8167,-1.0000,0.8838,0.8167,1.1565
68.250,1-3,0.8174,-1.0000,0.8851,0.8174,1.1588
68.300,1-3,0.8182,-1.0000,0.8882,0.8182,1.1595
68.350,1-3,0.8194,-1.0000,0.8918,0.8194,1.1595
68.400,1-3,0.8218,-1.0000,0.8952,0.8218,1.1593
68.450,1-3,0.8223,-1.0000,0.8953,0.8223,1.1596
68.500,1-3,0.8231,-1.0000,0.8971,0.8231,1.1600
68.550,1-3,0.8234,-1.0000,0.8950,0.8234,1.1601
68.600,1-3,0.8233,-1.0000,0.8943,0.8233,1.1609
68.650,1-3,0.8231,-1.0000,0.8949,0.8231,1.1610
68.700,1-3,0.8214,-1.0000,0.8972,0.8214,1.1613
68.750,1-3,0.8211,-1.0000,0.8983,0.8211,1.1596
68.800,1-3,0.8202,-1.0000,0.8985,0.8202,1.1576
68.850,1-3,0.8198,-1.0000,0.8980,0.8198,1.1567
68.900,1-3,0.8197,-1.0000,0.8969,0.8197,1.1569
68.950,1-3,0.8197,-1.0000,0.8969,0.8197,1.1589
69.000,1-3,0.8197,-1.0000,0.8988,0.8197,1.1613
69.050,1-3,0.8204,-1.0000,0.9016,0.8204,1.1614
69.100,1-3,0.8215,-1.0000,0.9035,0.8215,1.1615
69.150,1-3,0.8222,-1.0000,0.9043,0.8222,1.1622
69.200,1-3,0.8226,-1.0000,0.9040,0.8226,1.1628
69.250,1-3,0.8227,-1.0000,0.9018,0.8227,1.1632
69.300,1-3,0.8227,-1.0000,0.9012,0.8227,1.1641
69.350,1-3,0.8227,-1.0000,0.9012,0.8227,1.1644
69.400,1-3,0.8222,-1.0000,0.9024,0.8222,1.1636
69.450,1-3,0.8214,-1.0000,0.9030,0.8214,1.1610
69.500,1-3,0.8208,-1.0000,0.9029,0.8208,1.1592
69.550,1-3,0.8205,-1.0000,0.9019,0.8205,1.1583
69.600,1-3,0.8204,-1.0000,0.9004,0.8204,1.1585
69.650,1-3,0.8204,-1.0000,0.9008,0.8204,1.1606
69.700,1-3,0.8205,-1.0000,0.9009,0.8205,1.1633
69.750,1-3,0.8210,-1.0000,0.9048,0.8210,1.1645
69.800,1-3,0.8219,-1.0000,0.9049,0.8219,1.1644
69.850,1-3,0.8225,-1.0000,0.9068,0.8225,1.1648
69.900,1-3,0.8227,-1.0000,0.9050,0.8227,1.1654
69.950,1-3,0.8227,-1.0000,0.9050,0.8227,1.1658
70.000,1-3,0.8226,-1.0000,0.9028,0.8226,1.1664
70.050,1-3,0.8224,-1.0000,0.9028,0.8224,1.1666
70.102,1-3,0.8218,-1.0000,0.9038,0.8218,1.1653
70.150,1-3,0.8208,-1.0000,0.9042,0.8208,1.1626
70.200,1-3,0.8201,-1.0000,0.9039,0.8201,1.1604
70.250,1-3,0.8198,-1.0000,0.9030,0.8198,1.1592
70.300,1-3,0.8196,-1.0000,0.9014,0.8196,1.1588
70.350,1-3,0.8197,-1.0000,0.9012,0.8197,1.1604
70.400,1-3,0.8197,-1.0000,0.9020,0.8197,1.1629
70.450,1-3,0.8203,-1.0000,0.9060,0.8203,1.1648
70.500,1-3,0.8210,-1.0000,0.9061,0.8210,1.1647
70.550,1-3,0.8215,-1.0000,0.9073,0.8215,1.1652
70.600,1-3,0.8217,-1.0000,0.9067,0.8217,1.1658
70.650,1-3,0.8218,-1.0000,0.9051,0.8218,1.1661
70.700,1-3,0.8224,-1.0000,0.9033,0.8224,1.1668
70.750,1-3,0.8216,-1.0000,0.9031,0.8216,1.1670
70.800,1-3,0.8210,-1.0000,0.9040,0.8210,1.1640
70.850,1-3,0.8201,-1.0000,0.9044,0.8201,1.1612
70.900,1-3,0.8193,-1.0000,0.9041,0.8193,1.1589
70.950,1-3,0.8189,-1.0000,0.9031,0.8189,1.1577
71.000,1-3,0.8187,-1.0000,0.9017,0.8187,1.1573
71.050,1-3,0.8186,-1.0000,0.9013,0.8186,1.1588
71.100,1-3,0.8184,-1.0000,0.9028,0.8184,1.1609
71.150,1-3,0.8186,-1.0000,0.9052,0.8186,1.1636
71.200,1-3,0.8190,-1.0000,0.9063,0.8190,1.1639
71.250,1-3,0.8190,-1.0000,0.9066,0.8190,1.1641
71.300,1-3,0.8188,-1.0000,0.9058,0.8188,1.1645
71.350,1-3,0.8182,-1.0000,0.9031,0.8182,1.1647
71.400,1-3,0.8173,-1.0000,0.9025,0.8173,1.1653
71.450,1-3,0.8163,-1.0000,0.9010,0.8163,1.1645
71.500,1-3,0.8147,-1.0000,0.9011,0.8147,1.1613
71.550,1-3,0.8127,-1.0000,0.9005,0.8127,1.1585
71.600,1-3,0.8109,-1.0000,0.8984,0.8109,1.1563
71.650,1-3,0.8092,-1.0000,0.8969,0.8092,1.1551
71.700,1-3,0.8077,-1.0000,0.8934,0.8077,1.1550
71.750,1-3,0.8060,-1.0000,0.8929,0.8060,1.1568
71.800,1-3,0.8044,-1.0000,0.8922,0.8044,1.1592
71.850,1-3,0.8029,-1.0000,0.8927,0.8029,1.1622
71.900,1-3,0.8018,-1.0000,0.8921,0.8018,1.1636
71.950,1-3,0.8003,-1.0000,0.8902,0.8003,1.1639
72.000,1-3,0.7986,-1.0000,0.8872,0.7986,1.1642
72.050,1-3,0.7963,-1.0000,0.8825,0.7963,1.1644
72.100,1-3,0.7940,-1.0000,0.8780,0.7940,1.1650
72.150,1-3,0.7911,-1.0000,0.8743,0.7911,1.1629
72.200,1-3,0.7880,-1.0000,0.8716,0.7880,1.1601
72.250,1-3,0.7841,-1.0000,0.8685,0.7841,1.1570
72.300,1-3,0.7807,-1.0000,0.8647,0.7807,1.1551
72.350,1-3,0.7772,-1.0000,0.8599,0.7772,1.1543
72.400,1-3,0.7735,-1.0000,0.8548,0.7735,1.1545
72.450,1-3,0.7713,-1.0000,0.8503,0.7713,1.1567
72.500,1-3,0.7669,-1.0000,0.8476,0.7669,1.1593
72.550,1-3,0.7650,-1.0000,0.8454,0.7650,1.1624
72.600,1-3,0.7621,-1.0000,0.8422,0.7621,1.1653
72.650,1-3,0.7597,-1.0000,0.8383,0.7597,1.1667
72.700,1-3,0.7568,-1.0000,0.8329,0.7568,1.1670
72.750,1-3,0.7538,-1.0000,0.8270,0.7538,1.1668
72.800,1-3,0.7504,-1.0000,0.8202,0.7504,1.1644
72.850,1-3,0.7469,-1.0000,0.8148,0.7469,1.1612
72.900,1-3,0.7427,-1.0000,0.8100,0.7427,1.1576
72.950,1-3,0.7384,-1.0000,0.8056,0.7384,1.1544
73.000,1-3,0.7344,-1.0000,0.8008,0.7344,1.1522
73.050,1-3,0.7306,-1.0000,0.7955,0.7306,1.1513
73.100,1-3,0.7274,-1.0000,0.7905,0.7274,1.1516
73.150,1-3,0.7241,-1.0000,0.7862,0.7241,1.1538
73.200,1-3,0.7211,-1.0000,0.7836,0.7211,1.1566
73.250,1-3,0.7183,-1.0000,0.7812,0.7183,1.1600
73.300,1-3,0.7165,-1.0000,0.7780,0.7165,1.1628
73.350,1-3,0.7143,-1.0000,0.7737,0.7143,1.1645
73.400,1-3,0.7118,-1.0000,0.7687,0.7118,1.1647
73.450,1-3,0.7093,-1.0000,0.7631,0.7093,1.1637
73.500,1-3,0.7063,-1.0000,0.7568,0.7063,1.1609
73.550,1-3,0.7031,-1.0000,0.7516,0.7031,1.1576
73.600,1-3,0.6996,-1.0000,0.7474,0.6996,1.1542
73.650,1-3,0.6955,-1.0000,0.7434,0.6955,1.1509
73.700,1-3,0.6921,-1.0000,0.7397,0.6921,1.1491
73.750,1-3,0.6888,-1.0000,0.7355,0.6888,1.1485
73.800,1-3,0.6861,-1.0000,0.7316,0.6861,1.1492
73.850,1-3,0.6834,-1.0000,0.7284,0.6834,1.1520
73.900,1-3,0.6812,-1.0000,0.7266,0.6812,1.1550
73.950,1-3,0.6787,-1.0000,0.7241,0.6787,1.1584
74.000,1-3,0.6780,-1.0000,0.7220,0.6780,1.1611
74.050,1-3,0.6761,-1.0000,0.7186,0.6761,1.1626
74.100,1-3,0.6748,-1.0000,0.7146,0.6748,1.1626
74.152,1-3,0.6728,-1.0000,0.7101,0.6728,1.1611
74.200,1-3,0.6709,-1.0000,0.7058,0.6709,1.1580
74.250,1-3,0.6688,-1.0000,0.7026,0.6688,1.1544
74.300,1-3,0.6662,-1.0000,0.6993,0.6662,1.1506
74.350,1-3,0.6629,-1.0000,0.6963,0.6629,1.1474
