t,pair,gap_min,pile_gap_min,gap_1_2,gap_1_3,gap_2_3
67.050,1-3,0.4219,-1.0000,0.9744,0.4219,1.0751
67.100,1-3,0.4256,-1.0000,0.9718,0.4256,1.0682
67.150,1-3,0.4263,-1.0000,0.9693,0.4263,1.0602
67.200,1-3,0.4305,-1.0000,0.9668,0.4305,1.0514
67.250,1-3,0.4313,-1.0000,0.9650,0.4313,1.0407
67.300,1-3,0.4352,-1.0000,0.9624,0.4352,1.0303
67.350,1-3,0.4355,-1.0000,0.9590,0.4355,1.0205
67.400,1-3,0.4378,-1.0000,0.9547,0.4378,1.0112
67.450,1-3,0.4389,-1.0000,0.9515,0.4389,1.0037
67.500,1-3,0.4399,-1.0000,0.9486,0.4399,0.9955
67.550,1-3,0.4404,-1.0000,0.9462,0.4404,0.9874
67.600,1-3,0.4397,-1.0000,0.9415,0.4397,0.9783
67.650,1-3,0.4415,-1.0000,0.9317,0.4415,0.9606
67.700,1-3,0.4403,-1.0000,0.9180,0.4403,0.9334
67.750,1-3,0.4418,-1.0000,0.9019,0.4418,0.8989
67.800,1-3,0.4408,-1.0000,0.8879,0.4408,0.8636
67.850,1-3,0.4405,-1.0000,0.8775,0.4405,0.8263
67.900,1-3,0.4402,-1.0000,0.8734,0.4402,0.7943
67.950,1-3,0.4397,-1.0000,0.8745,0.4397,0.7615
68.000,1-3,0.4392,-1.0000,0.8799,0.4392,0.7323
68.050,1-3,0.4386,-1.0000,0.8895,0.4386,0.7069
68.100,1-3,0.4378,-1.0000,0.9022,0.4378,0.6824
68.150,1-3,0.4368,-1.0000,0.9075,0.4368,0.6627
68.200,1-3,0.4354,-1.0000,0.9074,0.4354,0.6449
68.250,1-3,0.4338,-1.0000,0.9094,0.4338,0.6295
68.300,1-3,0.4327,-1.0000,0.9167,0.4327,0.6181
68.352,1-3,0.4316,-1.0000,0.9299,0.4316,0.6074
68.400,1-3,0.4307,-1.0000,0.9457,0.4307,0.5983
68.450,1-3,0.4299,-1.0000,0.9605,0.4299,0.5864
68.500,1-3,0.4294,-1.0000,0.9713,0.4294,0.5757
68.550,1-3,0.4290,-1.0000,0.9802,0.4290,0.5658
68.600,1-3,0.4288,-1.0000,0.9869,0.4288,0.5582
68.650,1-3,0.4280,-1.0000,0.9929,0.4280,0.5520
68.700,1-3,0.4277,-1.0000,0.9973,0.4277,0.5481
68.750,1-3,0.4280,-1.0000,1.0020,0.4280,0.5459
68.800,1-3,0.4285,-1.0000,1.0070,0.4285,0.5460
68.850,1-3,0.4290,-1.0000,1.0144,0.4290,0.5484
68.900,1-3,0.4293,-1.0000,1.0277,0.4293,0.5545
68.950,1-3,0.4293,-1.0000,1.0444,0.4293,0.5629
69.000,1-3,0.4300,-1.0000,1.0595,0.4300,0.5741
69.050,1-3,0.4305,-1.0000,1.0669,0.4305,0.5874
69.100,1-3,0.4302,-1.0000,1.0680,0.4302,0.6008
69.150,1-3,0.4292,-1.0000,1.0711,0.4292,0.6156
69.200,1-3,0.4278,-1.0000,1.0766,0.4278,0.6293
69.250,1-3,0.4260,-1.0000,1.0860,0.4260,0.6448
69.300,1-3,0.4238,-1.0000,1.0977,0.4238,0.6601
69.350,1-3,0.4215,-1.0000,1.1095,0.4215,0.6741
69.400,1-3,0.4196,-1.0000,1.1225,0.4196,0.6895
69.450,1-3,0.4184,-1.0000,1.1350,0.4184,0.7042
69.500,1-3,0.4168,-1.0000,1.1482,0.4168,0.7207
69.550,1-3,0.4174,-1.0000,1.1640,0.4174,0.7366
69.600,1-3,0.4151,-1.0000,1.1792,0.4151,0.7528
69.650,1-3,0.4152,-1.0000,1.1973,0.4152,0.7666
69.700,1-3,0.4144,-1.0000,1.2127,0.4144,0.7787
69.750,1-3,0.4134,-1.0000,1.2267,0.4134,0.7895
69.800,1-3,0.4123,-1.0000,1.2374,0.4123,0.7972
69.850,1-3,0.4113,-1.0000,1.2471,0.4113,0.8035
69.900,1-3,0.4107,-1.0000,1.2553,0.4107,0.8072
69.950,1-3,0.4106,-1.0000,1.2654,0.4106,0.8105
70.000,1-3,0.4113,-1.0000,1.2760,0.4113,0.8135
70.050,1-3,0.4137,-1.0000,1.2878,0.4137,0.8162
70.100,1-3,0.4173,-1.0000,1.2985,0.4173,0.8194
70.150,1-3,0.4220,-1.0000,1.3100,0.4220,0.8236
70.200,1-3,0.4262,-1.0000,1.3209,0.4262,0.8282
70.250,1-3,0.4308,-1.0000,1.3344,0.4308,0.8343
70.300,1-3,0.4347,-1.0000,1.3480,0.4347,0.8397
70.350,1-3,0.4386,-1.0000,1.3637,0.4386,0.8448
70.400,1-3,0.4409,-1.0000,1.3760,0.4409,0.8471
70.450,1-3,0.4427,-1.0000,1.3884,0.4427,0.8471
70.500,1-3,0.4437,-1.0000,1.3981,0.4437,0.8472
70.552,1-3,0.4443,-1.0000,1.4075,0.4443,0.8472
70.600,1-3,0.4444,-1.0000,1.4142,0.4444,0.8477
70.650,1-3,0.4442,-1.0000,1.4227,0.4442,0.8485
70.700,1-3,0.4438,-1.0000,1.4329,0.4438,0.8494
70.750,1-3,0.4432,-1.0000,1.4430,0.4432,0.8485
70.800,1-3,0.4436,-1.0000,1.4529,0.4436,0.8482
70.850,1-3,0.4449,-1.0000,1.4627,0.4449,0.8487
70.900,1-3,0.4468,-1.0000,1.4715,0.4468,0.8500
70.950,1-3,0.4494,-1.0000,1.4816,0.4494,0.8529
71.000,1-3,0.4527,-1.0000,1.4927,0.4527,0.8561
71.050,1-3,0.4562,-1.0000,1.5034,0.4562,0.8592
71.100,1-3,0.4596,-1.0000,1.5133,0.4596,0.8621
71.150,1-3,0.4627,-1.0000,1.5211,0.4627,0.8640
71.200,1-3,0.4661,-1.0000,1.5281,0.4661,0.8651
71.250,1-3,0.4692,-1.0000,1.5335,0.4692,0.8655
71.300,1-3,0.4728,-1.0000,1.5385,0.4728,0.8646
71.350,1-3,0.4764,-1.0000,1.5437,0.4764,0.8636
71.400,1-3,0.4806,-1.0000,1.5504,0.4806,0.8629
71.450,1-3,0.4850,-1.0000,1.5577,0.4850,0.8628
71.500,1-3,0.4900,-1.0000,1.5655,0.4900,0.8638
71.550,1-3,0.4948,-1.0000,1.5721,0.4948,0.8655
71.600,1-3,0.5003,-1.0000,1.5791,0.5003,0.8684
71.650,1-3,0.5056,-1.0000,1.5865,0.5056,0.8726
71.700,1-3,0.5119,-1.0000,1.5952,0.5119,0.8772
71.750,1-3,0.5181,-1.0000,1.6034,0.5181,0.8812
71.800,1-3,0.5236,-1.0000,1.6101,0.5236,0.8819
71.850,1-3,0.5310,-1.0000,1.6170,0.5310,0.8803
71.900,1-3,0.5362,-1.0000,1.6211,0.5362,0.8780
71.950,1-3,0.5442,-1.0000,1.6262,0.5442,0.8752
72.000,1-3,0.5500,-1.0000,1.6285,0.5500,0.8716
72.050,1-3,0.5585,-1.0000,1.6334,0.5585,0.8675
72.100,1-3,0.5649,-1.0000,1.6373,0.5649,0.8622
72.150,1-3,0.5738,-1.0000,1.6438,0.5738,0.8578
72.200,1-3,0.5830,-1.0000,1.6510,0.5830,0.8525
72.250,1-3,0.5918,-1.0000,1.6564,0.5918,0.8467
72.300,1-3,0.6021,-1.0000,1.6624,0.6021,0.8401
72.350,1-3,0.6133,-1.0000,1.6687,0.6133,0.8334
72.400,1-3,0.6251,-1.0000,1.6750,0.6251,0.8284
72.450,1-3,0.6385,-1.0000,1.6818,0.6385,0.8275
72.500,1-3,0.6498,-1.0000,1.6867,0.6498,0.8285
72.550,1-3,0.6611,-1.0000,1.6911,0.6611,0.8314
72.600,1-3,0.6711,-1.0000,1.6941,0.6711,0.8353
72.650,1-3,0.6814,-1.0000,1.6974,0.6814,0.8402
72.700,1-3,0.6906,-1.0000,1.6984,0.6906,0.8454
72.750,1-3,0.7002,-1.0000,1.7013,0.7002,0.8519
72.800,1-3,0.7090,-1.0000,1.7034,0.7090,0.8585
72.850,1-3,0.7181,-1.0000,1.7075,0.7181,0.8674
72.900,1-3,0.7287,-1.0000,1.7125,0.7287,0.8754
72.950,1-3,0.7375,-1.0000,1.7159,0.7375,0.8832
73.000,1-3,0.7487,-1.0000,1.7203,0.7487,0.8900
73.050,1-3,0.7585,-1.0000,1.7238,0.7585,0.8966
73.100,1-3,0.7708,-1.0000,1.7278,0.7708,0.9022
73.150,1-3,0.7828,-1.0000,1.7304,0.7828,0.9081
73.200,1-3,0.7939,-1.0000,1.7314,0.7939,0.9115
73.250,1-3,0.8057,-1.0000,1.7320,0.8057,0.9140
73.300,1-3,0.8163,-1.0000,1.7319,0.8163,0.9159
73.350,1-3,0.8276,-1.0000,1.7307,0.8276,0.9175
73.400,1-3,0.8376,-1.0000,1.7288,0.8376,0.9193
73.450,1-3,0.8480,-1.0000,1.7268,0.8480,0.9216
73.500,1-3,0.8573,-1.0000,1.7251,0.8573,0.9241
73.550,1-3,0.8680,-1.0000,1.7242,0.8680,0.9286
73.600,1-3,0.8778,-1.0000,1.7235,0.8778,0.9330
73.650,1-3,0.8878,-1.0000,1.7224,0.8878,0.9378
73.700,1-3,0.8968,-1.0000,1.7212,0.8968,0.9426
73.750,1-3,0.9063,-1.0000,1.7200,0.9063,0.9472
73.800,1-3,0.9152,-1.0000,1.7189,0.9152,0.9508
73.850,1-3,0.9249,-1.0000,1.7175,0.9249,0.9544
73.900,1-3,0.9334,-1.0000,1.7154,0.9334,0.9565
73.950,1-3,0.9431,-1.0000,1.7119,0.9431,0.9576
74.000,1-3,0.9526,-1.0000,1.7073,0.9526,0.9580
74.050,2-3,0.9575,-1.0000,1.7006,0.9634,0.9575
74.100,2-3,0.9570,-1.0000,1.6935,0.9734,0.9570
74.150,2-3,0.9565,-1.0000,1.6852,0.9844,0.9565
74.200,2-3,0.9561,-1.0000,1.6770,0.9945,0.9561
74.250,2-3,0.9554,-1.0000,1.6668,1.0069,0.9554
74.300,2-3,0.9562,-1.0000,1.6565,1.0181,0.9562
74.350,2-3,0.9583,-1.0000,1.6447,1.0299,0.9583
74.400,2-3,0.9615,-1.0000,1.6335,1.0406,0.9615
74.450,2-3,0.9646,-1.0000,1.6216,1.0519,0.9646
74.500,2-3,0.9677,-1.0000,1.6099,1.0638,0.9677
74.550,2-3,0.9708,-1.0000,1.5991,1.0754,0.9708
74.600,2-3,0.9738,-1.0000,1.5893,1.0855,0.9738
74.650,2-3,0.9767,-1.0000,1.5778,1.0963,0.9767
74.700,2-3,0.9792,-1.0000,1.5664,1.1061,0.9792
74.750,2-3,0.9817,-1.0000,1.5531,1.1165,0.9817
74.800,2-3,0.9842,-1.0000,1.5404,1.1259,0.9842
74.850,2-3,0.9866,-1.0000,1.5268,1.1356,0.9866
74.900,2-3,0.9886,-1.0000,1.5138,1.1443,0.9886
74.950,2-3,0.9900,-1.0000,1.5009,1.1536,0.9900
75.000,2-3,0.9912,-1.0000,1.4881,1.1629,0.9912
75.050,2-3,0.9920,-1.0000,1.4777,1.1704,0.9920
75.100,2-3,0.9927,-1.0000,1.4679,1.1776,0.9927
75.150,2-3,0.9933,-1.0000,1.4598,1.1837,0.9933
75.200,2-3,0.9936,-1.0000,1.4531,1.1892,0.9936
75.250,2-3,0.9939,-1.0000,1.4470,1.1949,0.9939
75.300,2-3,0.9940,-1.0000,1.4430,1.1985,0.9940
75.350,2-3,0.9940,-1.0000,1.4387,1.2020,0.9940
75.400,2-3,0.9940,-1.0000,1.4346,1.2049,0.9940
75.450,2-3,0.9938,-1.0000,1.4299,1.2076,0.9938
75.500,2-3,0.9936,-1.0000,1.4255,1.2096,0.9936
75.550,2-3,0.9933,-1.0000,1.4204,1.2107,0.9933
75.600,2-3,0.9930,-1.0000,1.4156,1.2108,0.9930
75.650,2-3,0.9926,-1.0000,1.4108,1.2114,0.9926
75.700,2-3,0.9922,-1.0000,1.4075,1.2113,0.9922
75.750,2-3,0.9917,-1.0000,1.4064,1.2099,0.9917
75.800,2-3,0.9911,-1.0000,1.4078,1.2065,0.9911
75.850,2-3,0.9906,-1.0000,1.4117,1.2013,0.9906
75.900,2-3,0.9901,-1.0000,1.4182,1.1940,0.9901
75.950,2-3,0.9896,-1.0000,1.4253,1.1870,0.9896
76.000,2-3,0.9890,-1.0000,1.4331,1.1797,0.9890
76.050,2-3,0.9884,-1.0000,1.4412,1.1725,0.9884
76.100,2-3,0.9878,-1.0000,1.4522,1.1631,0.9878
76.150,2-3,0.9872,-1.0000,1.4632,1.1538,0.9872
76.200,2-3,0.9866,-1.0000,1.4756,1.1435,0.9866
76.250,2-3,0.9860,-1.0000,1.4870,1.1342,0.9860
76.300,2-3,0.9855,-1.0000,1.4976,1.1244,0.9855
76.350,2-3,0.9851,-1.0000,1.5053,1.1154,0.9851
76.400,2-3,0.9847,-1.0000,1.5113,1.1057,0.9847
76.450,2-3,0.9844,-1.0000,1.5153,1.0982,0.9844
76.500,2-3,0.9840,-1.0000,1.5191,1.0903,0.9840
76.550,2-3,0.9837,-1.0000,1.5219,1.0830,0.9837
76.600,2-3,0.9834,-1.0000,1.5240,1.0752,0.9834
76.650,2-3,0.9832,-1.0000,1.5248,1.0684,0.9832
76.700,2-3,0.9830,-1.0000,1.5240,1.0618,0.9830
76.750,2-3,0.9828,-1.0000,1.5216,1.0562,0.9828
76.800,2-3,0.9826,-1.0000,1.5156,1.0497,0.9826
76.850,2-3,0.9824,-1.0000,1.5071,1.0440,0.9824
76.900,2-3,0.9822,-1.0000,1.4956,1.0389,0.9822
76.950,2-3,0.9820,-1.0000,1.4833,1.0351,0.9820
77.000,2-3,0.9819,-1.0000,1.4684,1.0318,0.9819
77.050,2-3,0.9817,-1.0000,1.4549,1.0297,0.9817
77.100,2-3,0.9816,-1.0000,1.4410,1.0281,0.9816
77.150,2-3,0.9815,-1.0000,1.4301,1.0276,0.9815
77.200,2-3,0.9814,-1.0000,1.4186,1.0273,0.9814
77.250,2-3,0.9813,-1.0000,1.4080,1.0274,0.9813
77.300,2-3,0.9812,-1.0000,1.3966,1.0281,0.9812
77.350,2-3,0.9810,-1.0000,1.3859,1.0294,0.9810
77.400,2-3,0.9810,-1.0000,1.3761,1.0314,0.9810
77.450,2-3,0.9808,-1.0000,1.3666,1.0344,0.9808
77.500,2-3,0.9808,-1.0000,1.3573,1.0378,0.9808
77.550,2-3,0.9807,-1.0000,1.3482,1.0416,0.9807
77.600,2-3,0.9806,-1.0000,1.3408,1.0453,0.9806
77.650,2-3,0.9805,-1.0000,1.3350,1.0488,0.9805
77.700,2-3,0.9804,-1.0000,1.3301,1.0524,0.9804
77.750,2-3,0.9804,-1.0000,1.3274,1.0555,0.9804
77.800,2-3,0.9804,-1.0000,1.3254,1.0587,0.9804
77.850,2-3,0.9804,-1.0000,1.3254,1.0612,0.9804
77.900,2-3,0.9804,-1.0000,1.3260,1.0635,0.9804
77.950,2-3,0.9804,-1.0000,1.3269,1.0654,0.9804
78.000,2-3,0.9804,-1.0000,1.3283,1.0675,0.9804
78.050,2-3,0.9805,-1.0000,1.3302,1.0697,0.9805
78.100,2-3,0.9805,-1.0000,1.3328,1.0726,0.9805
78.150,2-3,0.9805,-1.0000,1.3356,1.0756,0.9805
78.200,2-3,0.9806,-1.0000,1.3379,1.0784,0.9806
78.250,2-3,0.9806,-1.0000,1.3393,1.0803,0.9806
78.300,2-3,0.9806,-1.0000,1.3406,1.0819,0.9806
78.350,2-3,0.9806,-1.0000,1.3416,1.0830,0.9806
78.400,2-3,0.9807,-1.0000,1.3424,1.0839,0.9807
78.450,2-3,0.9807,-1.0000,1.3431,1.0846,0.9807
78.500,2-3,0.9807,-1.0000,1.3436,1.0851,0.9807
78.550,2-3,0.9807,-1.0000,1.3440,1.0855,0.9807
78.600,2-3,0.9808,-1.0000,1.3443,1.0858,0.9808
78.650,2-3,0.9808,-1.0000,1.3446,1.0860,0.9808
78.700,2-3,0.9808,-1.0000,1.3448,1.0862,0.9808
78.750,2-3,0.9809,-1.0000,1.3449,1.0863,0.9809
78.800,2-3,0.9809,-1.0000,1.3450,1.0863,0.9809
78.850,2-3,0.9809,-1.0000,1.3450,1.0864,0.9809
78.900,2-3,0.9809,-1.0000,1.3451,1.0863,0.9809
78.950,2-3,0.9809,-1.0000,1.3451,1.0863,0.9809
79.000,2-3,0.9809,-1.0000,1.3452,1.0863,0.9809
79.050,2-3,0.9809,-1.0000,1.3452,1.0862,0.9809
79.100,2-3,0.9808,-1.0000,1.3452,1.0862,0.9808
79.150,2-3,0.9808,-1.0000,1.3452,1.0861,0.9808
79.200,2-3,0.9808,-1.0000,1.3452,1.0860,0.9808
79.250,2-3,0.9808,-1.0000,1.3452,1.0859,0.9808
79.300,2-3,0.9808,-1.0000,1.3452,1.0858,0.9808
79.350,2-3,0.9807,-1.0000,1.3452,1.0857,0.9807
79.400,2-3,0.9807,-1.0000,1.3453,1.0856,0.9807
79.450,2-3,0.9807,-1.0000,1.3453,1.0856,0.9807
79.500,2-3,0.9806,-1.0000,1.3454,1.0855,0.9806
79.550,2-3,0.9806,-1.0000,1.3454,1.0855,0.9806
79.600,2-3,0.9806,-1.0000,1.3455,1.0854,0.9806
79.650,2-3,0.9806,-1.0000,1.3456,1.0854,0.9806
79.700,2-3,0.9806,-1.0000,1.3456,1.0853,0.9806
79.750,2-3,0.9806,-1.0000,1.3456,1.0853,0.9806
79.800,2-3,0.9806,-1.0000,1.3456,1.0853,0.9806
79.850,2-3,0.9806,-1.0000,1.3456,1.0852,0.9806
79.900,2-3,0.9806,-1.0000,1.3456,1.0852,0.9806
79.950,2-3,0.9806,-1.0000,1.3456,1.0852,0.9806
80.000,2-3,0.9806,-1.0000,1.3456,1.0851,0.9806
80.050,2-3,0.9806,-1.0000,1.3456,1.0851,0.9806
80.100,2-3,0.9806,-1.0000,1.3455,1.0850,0.9806
80.150,2-3,0.9806,-1.0000,1.3455,1.0850,0.9806
80.200,2-3,0.9806,-1.0000,1.3455,1.0849,0.9806
80.250,2-3,0.9806,-1.0000,1.3454,1.0848,0.9806
80.300,2-3,0.9806,-1.0000,1.3454,1.0848,0.9806
80.350,2-3,0.9807,-1.0000,1.3453,1.0847,0.9807
80.400,2-3,0.9807,-1.0000,1.3453,1.0846,0.9807
80.450,2-3,0.9807,-1.0000,1.3453,1.0845,0.9807
80.500,2-3,0.9807,-1.0000,1.3452,1.0844,0.9807
80.550,2-3,0.9807,-1.0000,1.3452,1.0843,0.9807
80.600,2-3,0.9807,-1.0000,1.3452,1.0842,0.9807
80.650,2-3,0.9807,-1.0000,1.3452,1.0842,0.9807
80.700,2-3,0.9807,-1.0000,1.3451,1.0841,0.9807
80.750,2-3,0.9808,-1.0000,1.3451,1.0841,0.9808
80.800,2-3,0.9807,-1.0000,1.3451,1.0840,0.9807
80.850,2-3,0.9807,-1.0000,1.3451,1.0839,0.9807
80.900,2-3,0.9806,-1.0000,1.3450,1.0839,0.9806
80.950,2-3,0.9806,-1.0000,1.3450,1.0838,0.9806
81.000,2-3,0.9805,-1.0000,1.3450,1.0838,0.9805
81.050,2-3,0.9804,-1.0000,1.3450,1.0838,0.9804
81.100,2-3,0.9804,-1.0000,1.3450,1.0838,0.9804
81.150,2-3,0.9803,-1.0000,1.3451,1.0839,0.9803
81.200,2-3,0.9803,-1.0000,1.3451,1.0839,0.9803
81.250,2-3,0.9802,-1.0000,1.3451,1.0840,0.9802
81.300,2-3,0.9802,-1.0000,1.3450,1.0841,0.9802
81.350,2-3,0.9802,-1.0000,1.3450,1.0841,0.9802
81.400,2-3,0.9802,-1.0000,1.3450,1.0842,0.9802
81.450,2-3,0.9802,-1.0000,1.3451,1.0842,0.9802
81.500,2-3,0.9802,-1.0000,1.3451,1.0842,0.9802
81.550,2-3,0.9802,-1.0000,1.3450,1.0842,0.9802
81.600,2-3,0.9802,-1.0000,1.3450,1.0842,0.9802
81.650,2-3,0.9803,-1.0000,1.3449,1.0842,0.9803
81.700,2-3,0.9803,-1.0000,1.3448,1.0842,0.9803
81.750,2-3,0.9804,-1.0000,1.3447,1.0842,0.9804
81.800,2-3,0.9804,-1.0000,1.3447,1.0842,0.9804
81.850,2-3,0.9804,-1.0000,1.3446,1.0842,0.9804
81.900,2-3,0.9804,-1.0000,1.3445,1.0842,0.9804
81.950,2-3,0.9805,-1.0000,1.3445,1.0841,0.9805
82.000,2-3,0.9805,-1.0000,1.3445,1.0841,0.9805
82.050,2-3,0.9805,-1.0000,1.3444,1.0841,0.9805
82.100,2-3,0.9805,-1.0000,1.3444,1.0841,0.9805
82.150,2-3,0.9805,-1.0000,1.3445,1.0841,0.9805
82.200,2-3,0.9805,-1.0000,1.3445,1.0840,0.9805
82.250,2-3,0.9805,-1.0000,1.3445,1.0840,0.9805
82.300,2-3,0.9805,-1.0000,1.3445,1.0840,0.9805
82.350,2-3,0.9805,-1.0000,1.3445,1.0839,0.9805
82.400,2-3,0.9805,-1.0000,1.3445,1.0839,0.9805
82.450,2-3,0.9806,-1.0000,1.3446,1.0839,0.9806
82.500,2-3,0.9805,-1.0000,1.3447,1.0839,0.9805
82.550,2-3,0.9805,-1.0000,1.3448,1.0839,0.9805
82.600,2-3,0.9805,-1.0000,1.3449,1.0839,0.9805
82.650,2-3,0.9804,-1.0000,1.3449,1.0839,0.9804
82.700,2-3,0.9804,-1.0000,1.3450,1.0839,0.9804
82.750,2-3,0.9804,-1.0000,1.3450,1.0840,0.9804
82.800,2-3,0.9804,-1.0000,1.3450,1.0840,0.9804
82.850,2-3,0.9804,-1.0000,1.3450,1.0840,0.9804
82.900,2-3,0.9803,-1.0000,1.3451,1.0841,0.9803
82.950,2-3,0.9803,-1.0000,1.3451,1.0841,0.9803
83.000,2-3,0.9802,-1.0000,1.3450,1.0842,0.9802
83.050,2-3,0.9802,-1.0000,1.3450,1.0842,0.9802
83.100,2-3,0.9802,-1.0000,1.3449,1.0842,0.9802
83.150,2-3,0.9802,-1.0000,1.3449,1.0842,0.9802
83.200,2-3,0.9802,-1.0000,1.3448,1.0842,0.9802
83.250,2-3,0.9802,-1.0000,1.3448,1.0842,0.9802
83.300,2-3,0.9802,-1.0000,1.3447,1.0842,0.9802
83.350,2-3,0.9802,-1.0000,1.3447,1.0842,0.9802
83.400,2-3,0.9803,-1.0000,1.3446,1.0842,0.9803
83.450,2-3,0.9803,-1.0000,1.3446,1.0841,0.9803
83.500,2-3,0.9804,-1.0000,1.3445,1.0841,0.9804
83.550,2-3,0.9805,-1.0000,1.3445,1.0841,0.9805
83.600,2-3,0.9805,-1.0000,1.3445,1.0840,0.9805
83.650,2-3,0.9806,-1.0000,1.3444,1.0840,0.9806
83.700,2-3,0.9806,-1.0000,1.3444,1.0841,0.9806
83.750,2-3,0.9805,-1.0000,1.3443,1.0840,0.9805
83.800,2-3,0.9805,-1.0000,1.3443,1.0840,0.9805
83.850,2-3,0.9805,-1.0000,1.3443,1.0840,0.9805
83.900,2-3,0.9805,-1.0000,1.3443,1.0840,0.9805
83.950,2-3,0.9805,-1.0000,1.3444,1.0839,0.9805
84.000,2-3,0.9805,-1.0000,1.3444,1.0839,0.9805
84.050,2-3,0.9804,-1.0000,1.3444,1.0839,0.9804
84.100,2-3,0.9804,-1.0000,1.3445,1.0840,0.9804
84.150,2-3,0.9804,-1.0000,1.3445,1.0840,0.9804
84.200,2-3,0.9804,-1.0000,1.3446,1.0841,0.9804
84.250,2-3,0.9803,-1.0000,1.3447,1.0841,0.9803
84.300,2-3,0.9803,-1.0000,1.3448,1.0842,0.9803
84.350,2-3,0.9802,-1.0000,1.3449,1.0842,0.9802
84.400,2-3,0.9802,-1.0000,1.3449,1.0843,0.9802
84.450,2-3,0.9801,-1.0000,1.3449,1.0843,0.9801
84.500,2-3,0.9801,-1.0000,1.3449,1.0844,0.9801
84.550,2-3,0.9801,-1.0000,1.3449,1.0844,0.9801
84.600,2-3,0.9800,-1.0000,1.3449,1.0845,0.9800
84.650,2-3,0.9800,-1.0000,1.3448,1.0845,0.9800
84.700,2-3,0.9799,-1.0000,1.3448,1.0845,0.9799
84.750,2-3,0.9799,-1.0000,1.3447,1.0845,0.9799
84.800,2-3,0.9798,-1.0000,1.3446,1.0844,0.9798
84.850,2-3,0.9798,-1.0000,1.3445,1.0844,0.9798
84.900,2-3,0.9798,-1.0000,1.3445,1.0843,0.9798
84.950,2-3,0.9799,-1.0000,1.3445,1.0843,0.9799
85.000,2-3,0.9799,-1.0000,1.3444,1.0842,0.9799
85.050,2-3,0.9799,-1.0000,1.3444,1.0842,0.9799
85.100,2-3,0.9799,-1.0000,1.3443,1.0841,0.9799
85.150,2-3,0.9798,-1.0000,1.3443,1.0841,0.9798
85.200,2-3,0.9798,-1.0000,1.3443,1.0841,0.9798
85.250,2-3,0.9797,-1.0000,1.3442,1.0841,0.9797
85.300,2-3,0.9798,-1.0000,1.3442,1.0841,0.9798
85.350,2-3,0.9798,-1.0000,1.3442,1.0841,0.9798
85.400,2-3,0.9797,-1.0000,1.3441,1.0840,0.9797
85.450,2-3,0.9798,-1.0000,1.3442,1.0840,0.9798
85.500,2-3,0.9798,-1.0000,1.3442,1.0840,0.9798
85.550,2-3,0.9798,-1.0000,1.3442,1.0840,0.9798
85.600,2-3,0.9798,-1.0000,1.3442,1.0840,0.9798
85.650,2-3,0.9798,-1.0000,1.3443,1.0840,0.9798
85.700,2-3,0.9798,-1.0000,1.3443,1.0841,0.9798
85.750,2-3,0.9799,-1.0000,1.3443,1.0841,0.9799
85.800,2-3,0.9798,-1.0000,1.3443,1.0841,0.9798
85.850,2-3,0.9798,-1.0000,1.3443,1.0842,0.9798
85.900,2-3,0.9798,-1.0000,1.3444,1.0842,0.9798
85.950,2-3,0.9798,-1.0000,1.3444,1.0842,0.9798
86.000,2-3,0.9798,-1.0000,1.3445,1.0843,0.9798
86.050,2-3,0.9797,-1.0000,1.3445,1.0843,0.9797
86.100,2-3,0.9797,-1.0000,1.3445,1.0843,0.9797
86.150,2-3,0.9797,-1.0000,1.3445,1.0843,0.9797
86.200,2-3,0.9797,-1.0000,1.3445,1.0843,0.9797
86.250,2-3,0.9797,-1.0000,1.3445,1.0843,0.9797
86.300,2-3,0.9796,-1.0000,1.3444,1.0843,0.9796
86.350,2-3,0.9796,-1.0000,1.3444,1.0843,0.9796
86.400,2-3,0.9796,-1.0000,1.3443,1.0843,0.9796
86.450,2-3,0.9796,-1.0000,1.3442,1.0842,0.9796
86.500,2-3,0.9796,-1.0000,1.3442,1.0842,0.9796
86.550,2-3,0.9796,-1.0000,1.3441,1.0842,0.9796
86.600,2-3,0.9796,-1.0000,1.3441,1.0842,0.9796
86.650,2-3,0.9795,-1.0000,1.3440,1.0841,0.9795
86.700,2-3,0.9795,-1.0000,1.3439,1.0841,0.9795
86.750,2-3,0.9795,-1.0000,1.3439,1.0841,0.9795
86.800,2-3,0.9794,-1.0000,1.3439,1.0841,0.9794
86.850,2-3,0.9794,-1.0000,1.3439,1.0841,0.9794
86.900,2-3,0.9794,-1.0000,1.3439,1.0841,0.9794
86.950,2-3,0.9794,-1.0000,1.3439,1.0840,0.9794
87.000,2-3,0.9794,-1.0000,1.3439,1.0840,0.9794
87.050,2-3,0.9794,-1.0000,1.3439,1.0840,0.9794
87.100,2-3,0.9795,-1.0000,1.3440,1.0840,0.9795
87.150,2-3,0.9795,-1.0000,1.3441,1.0840,0.9795
87.200,2-3,0.9795,-1.0000,1.3441,1.0841,0.9795
87.250,2-3,0.9794,-1.0000,1.3442,1.0841,0.9794
87.300,2-3,0.9794,-1.0000,1.3443,1.0841,0.9794
87.350,2-3,0.9794,-1.0000,1.3443,1.0842,0.9794
87.400,2-3,0.9794,-1.0000,1.3443,1.0842,0.9794
87.450,2-3,0.9793,-1.0000,1.3444,1.0842,0.9793
87.500,2-3,0.9793,-1.0000,1.3444,1.0842,0.9793
